Last Reported,Status,Type,ID,Dups,Name,vCenter,Datacenter,Cluster,Host,Tag Count,Server Type,Server Status,Server Environment,OS Type,Engagement Manager,Data Center,Clients - A to I,Client Size Class,Application Stack,Application Environment,QAD Support Environmets,Clients - J to Q,Clients - R to Z,DMZ Server,Zerto Protection,Zerto Destination,Clustered Servers
2018/01/10 21:00,1,VM Guest,441953.0,Yes,qvarqadldb72,81834-vwnt06.odqad.com,ViaWest,Non-Production_Cluster,vwvm61.odqad.com,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/01/10 19:20,1,VM Guest,441950.0,Yes,-,81834-vwnt06.odqad.com,ViaWest,Non-Production_Cluster,vwvm014.odqad.com,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/01/10 19:00,1,VM Guest,441943.0,Yes,qvarqadldb72,81834-vwnt06.odqad.com,ViaWest,Non-Production_Cluster,vwvm003.odqad.com,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/01/10 21:40,1,VM Guest,441928.0,Yes,qshkm8t02,qshkqadnts001.odqad.com,Hong Kong DataCenter,Hong_Kong_Cluster01,qshkqadesx006.odqad.com,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/01/10 21:30,1,Native OS,441839.0,No,odlab05,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/01/10 18:40,1,VM Guest,441770.0,Yes,qvarqadldb72,81834-vwnt06.odqad.com,ViaWest,Non-Production_Cluster,vwvm012.odqad.com,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/01/10 21:44,1,Native OS,441768.0,No,ODADNT07,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/01/10 18:40,1,VM Guest,441764.0,Yes,qshkm8t02,qshkqadnts001.odqad.com,Hong Kong DataCenter,Hong_Kong_Cluster01,qshkqadesx006.odqad.com,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/01/10 21:40,1,Native OS,441762.0,No,ODADNT06,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/01/10 18:20,1,VM Guest,441741.0,Yes,qvarqadldb72,81834-vwnt06.odqad.com,ViaWest,Non-Production_Cluster,vwvm61.odqad.com,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/01/10 18:20,1,VM Guest,441740.0,Yes,qvarqadldb72,81834-vwnt06.odqad.com,ViaWest,Non-Production_Cluster,vwvm001.odqad.com,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/01/10 21:27,1,Native OS,441738.0,No,ODADNT04,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/01/10 21:23,1,Native OS,441731.0,No,ODADNT02,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/01/10 17:20,1,VM Guest,441719.0,Yes,qvarqadldb72,81834-vwnt06.odqad.com,ViaWest,Non-Production_Cluster,vwvm60.odqad.com,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/01/10 17:00,1,VM Guest,441717.0,Yes,qvarqadldb72,81834-vwnt06.odqad.com,ViaWest,Non-Production_Cluster,vwvm60.odqad.com,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/01/10 21:00,1,VM Guest,441681.0,Yes,qvarobsnts03,81834-vwnt06.odqad.com,ViaWest,Non-Production_Cluster,vwvm51.odqad.com,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/01/10 21:00,1,VM Guest,441680.0,Yes,qvarqadldb71,81834-vwnt06.odqad.com,ViaWest,Non-Production_Cluster,vwvm12.odqad.com,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/01/10 16:20,1,VM Guest,441679.0,Yes,qvarqadldb71,81834-vwnt06.odqad.com,ViaWest,Non-Production_Cluster,vwvm60.odqad.com,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/01/10 21:00,1,VM Guest,441590.0,Yes,qvarobsldb02-2017EE,81834-vwnt06.odqad.com,ViaWest,Non-Production_Cluster,vwvm001.odqad.com,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/01/10 10:20,1,VM Guest,441589.0,Yes,qvarobsldb02-2017EE,81834-vwnt06.odqad.com,ViaWest,Non-Production_Cluster,vwvm001.odqad.com,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/01/10 10:00,1,VM Guest,441572.0,Yes,-,81834-vwnt06.odqad.com,ViaWest,Non-Production_Cluster,vwvm62.odqad.com,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/01/10 09:40,1,VM Guest,441557.0,Yes,qvarobsldb02-2017EE,81834-vwnt06.odqad.com,ViaWest,Non-Production_Cluster,vwvm62.odqad.com,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/01/10 21:00,1,VM Guest,441556.0,Yes,qvarobsnts02,81834-vwnt06.odqad.com,ViaWest,Non-Production_Cluster,vwvm51.odqad.com,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/01/10 09:00,1,VM Guest,441531.0,Yes,qvarobsnts02,81834-vwnt06.odqad.com,ViaWest,Non-Production_Cluster,vwvm001.odqad.com,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/01/10 09:00,1,VM Guest,441517.0,Yes,qvarobsnts07,81834-vwnt06.odqad.com,ViaWest,Non-Production_Cluster,vwvm52.odqad.com,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/01/10 21:27,1,Native OS,441505.0,Yes,QSFRIBGNTS01,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/01/10 21:19,1,Native OS,441498.0,Yes,QSFRIBFNTS01,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/01/10 21:17,1,Native OS,441491.0,Yes,QSFRIBRNTS01,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/01/10 21:30,1,Native OS,441460.0,Yes,QSFRIBINTS01,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/01/10 21:20,1,Native OS,441453.0,Yes,QSFRIBUNTS01,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/01/10 21:32,1,Native OS,441445.0,Yes,QSFRIBONTS01,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/01/10 21:24,1,Native OS,441437.0,Yes,QSFRIBANTS01,-,-,-,-,12,VMware Virtual Server,Active,Test||Production||Development,Windows,Paul vanDijken,Paris - SoftLayer,Commonwealth Brands Inc. - 00002958,Class A,QRF,Client,-,-,-,-,-,-,-
2018/01/10 21:20,1,Native OS,441430.0,Yes,QSFRIBCNTS01,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/01/10 21:40,1,VM Guest,441299.0,No,Z-VRAH-qsamqadesx002.odqad.com-976686,qsamqadnts001.odqad.com,Softlayer AMS3 Datacenter,Amsterdam Cluster,qsamqadesx002.odqad.com,10,VMware Virtual Server,Active,Production-Infra,Linux,Michael Pack,Amsterdam - SoftLayer,-,Unclassified,-,QAD Servers,Zerto,QAD Cloud Support - 00092315,-,-,-,-,-
2018/01/10 21:40,1,VM Guest,441253.0,No,Z-VRAH-qsamqadesx001.odqad.com-89046,qsamqadnts001.odqad.com,Softlayer AMS3 Datacenter,Amsterdam Cluster,qsamqadesx001.odqad.com,10,VMware Virtual Server,Active,Production-Infra,Linux,Michael Pack,Amsterdam - SoftLayer,-,Unclassified,-,QAD Servers,Zerto,QAD Cloud Support - 00092315,-,-,-,-,-
2018/01/10 21:00,1,VM Guest,441191.0,No,qvarqadips01,81834-vwnt06.odqad.com,ViaWest,Non-Production_Cluster,vwvm62.odqad.com,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/01/10 21:20,1,VM Guest,441168.0,No,qsfrkcfndd01,qsfrqadnts001.odqad.com,Softlayer Paris,Paris Production Cluster,qsfrqadesx013.odqad.com,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/01/10 21:20,1,VM Guest,441167.0,Yes,qsfrkcfnda03,qsfrqadnts001.odqad.com,Softlayer Paris,Paris Non-Production Cluster,qsfrqadesx014.odqad.com,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/01/09 08:40,1,VM Guest,441162.0,Yes,qsfrkcfnda03,qsfrqadnts001.odqad.com,Softlayer Paris,Paris Non-Production Cluster,qsfrqadesx014.odqad.com,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/01/10 21:20,1,VM Guest,441161.0,No,qsfrkcfnda02,qsfrqadnts001.odqad.com,Softlayer Paris,Paris Non-Production Cluster,qsfrqadesx014.odqad.com,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/01/10 21:20,1,VM Guest,441143.0,Yes,qsfrkcfnda01,qsfrqadnts001.odqad.com,Softlayer Paris,Paris Production Cluster,qsfrqadesx013.odqad.com,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/01/09 06:40,1,VM Guest,441130.0,Yes,qsfrkcfnda01,qsfrqadnts001.odqad.com,Softlayer Paris,Paris Production Cluster,qsfrqadesx013.odqad.com,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/01/10 18:20,1,VM Guest,441030.0,No,qvarprmlbmtest99,81834-vwnt06.odqad.com,ViaWest,Non-Production_Cluster,vwvm003.odqad.com,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/01/08 18:20,1,VM Guest,440994.0,No,qvarprblmtest99,81834-vwnt06.odqad.com,ViaWest,Non-Production_Cluster,vwvm61.odqad.com,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/01/10 21:32,1,Native OS,440254.0,Yes,QNXTNTS2,-,-,-,-,10,VMware Virtual Server,Active,Test,Windows,Steve Rudelic,Arapahoe - ViaWest,-,Class A,TMS,Client,-,Nexteer Automotive - 00060860,-,-,-,-,-
2018/01/10 21:20,1,VM Guest,440202.0,No,qsfrm8t06,qsfrqadnts001.odqad.com,Softlayer Paris,Paris Non-Production Cluster,qsfrqadesx012.odqad.com,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/01/04 20:04,1,Native OS,440170.0,Yes,QVARNXTNTS12,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/01/04 19:58,1,Native OS,440161.0,Yes,QNXTNTS2,-,-,-,-,10,VMware Virtual Server,Active,Test,Windows,Steve Rudelic,Arapahoe - ViaWest,-,Class A,TMS,Client,-,Nexteer Automotive - 00060860,-,-,-,-,-
2018/01/10 08:00,1,VM Guest,440094.0,Yes,qvarobsnts02,81834-vwnt06.odqad.com,ViaWest,Non-Production_Cluster,vwvm60.odqad.com,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/01/10 08:00,1,VM Guest,440093.0,Yes,qvarobsldb02-2017EE,81834-vwnt06.odqad.com,ViaWest,Non-Production_Cluster,vwvm42.odqad.com,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/01/10 21:00,1,VM Guest,440053.0,No,qvarprmlbm01,81834-vwnt06.odqad.com,ViaWest,Cloud_Management_Cluster,vwvm49.odqad.com,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/01/10 21:00,1,VM Guest,440041.0,No,qvarprmlbm02,81834-vwnt06.odqad.com,ViaWest,Non-Production_Cluster,vwvm46.odqad.com,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/01/03 19:40,1,VM Guest,439890.0,No,Z-VRAH-vwvmdr02.odqad.com-90-605784,81834-VWVCNDR1.odqad.com,Delong DataCenter,DeLong_DR_Cluster,vwvmdr02.odqad.com,10,VMware Virtual Server,Active,Production-Infra,Linux,Michael Pack,Delong - ViaWest,-,Unclassified,-,QAD Servers,Zerto,QAD Cloud Support - 00092315,-,-,-,-,-
2018/01/03 21:20,1,VM Guest,439889.0,No,Z-VRAH-vwvmdr03.odqad.com-E4-493798,81834-VWVCNDR1.odqad.com,Delong DataCenter,DeLong_DR_Cluster,vwvmdr03.odqad.com,10,VMware Virtual Server,Active,Production-Infra,Linux,Michael Pack,Delong - ViaWest,-,Unclassified,-,QAD Servers,Zerto,QAD Cloud Support - 00092315,-,-,-,-,-
2018/01/03 19:40,1,VM Guest,439888.0,No,Z-VRAH-vwvmdr03.odqad.com-47-999298,81834-VWVCNDR1.odqad.com,Delong DataCenter,DeLong_DR_Cluster,vwvmdr03.odqad.com,10,VMware Virtual Server,Active,Production-Infra,Linux,Michael Pack,Delong - ViaWest,-,Unclassified,-,QAD Servers,Zerto,QAD Cloud Support - 00092315,-,-,-,-,-
2018/01/10 21:43,1,Native OS,439708.0,Yes,ODMANT01,-,-,-,-,10,VMware Virtual Server,Active,Production-Infra,Windows,Michael Pack,Arapahoe - ViaWest,-,Unclassified,-,QAD Servers,Windows Jump Host,QAD Cloud Support - 00092315,-,-,-,-,-
2018/01/04 15:20,1,VM Guest,439617.0,No,qsfrm8t05,qsfrqadnts001.odqad.com,Softlayer Paris,Paris Non-Production Cluster,qsfrqadesx011.odqad.com,10,VMware Virtual Server,Active,Test-Infra,Windows,Michael Pack,Paris - SoftLayer,-,Unclassified,-,QAD Servers,Temporary Test Server,QAD Cloud Support - 00092315,-,-,-,-,-
2018/01/02 20:40,1,VM Guest,439576.0,No,Z-VRAH-vwvmdr06.odqad.com-C6-580999,81834-VWVCNDR1.odqad.com,Delong DataCenter,DeLong_DR_Cluster,vwvmdr06.odqad.com,10,VMware Virtual Server,Active,Production-Infra,Linux,Michael Pack,Delong - ViaWest,-,Unclassified,-,QAD Servers,Zerto,QAD Cloud Support - 00092315,-,-,-,-,-
2018/01/02 20:40,1,VM Guest,439575.0,No,Z-VRAH-vwvmdr04.odqad.com-C6-348883,81834-VWVCNDR1.odqad.com,Delong DataCenter,DeLong_DR_Cluster,vwvmdr04.odqad.com,10,VMware Virtual Server,Active,Production-Infra,Linux,Michael Pack,Delong - ViaWest,-,Unclassified,-,QAD Servers,Zerto,QAD Cloud Support - 00092315,-,-,-,-,-
2018/01/02 20:00,1,VM Guest,439559.0,No,Z-VRAH-vwvmdr04.odqad.com-43-467776,81834-VWVCNDR1.odqad.com,Delong DataCenter,DeLong_DR_Cluster,vwvmdr04.odqad.com,10,VMware Virtual Server,Active,Production-Infra,Linux,Michael Pack,Delong - ViaWest,-,Unclassified,-,QAD Servers,Zerto,QAD Cloud Support - 00092315,-,-,-,-,-
2018/01/02 20:00,1,VM Guest,439534.0,No,Z-VRAH-vwvmdr02.odqad.com-62-323085,81834-VWVCNDR1.odqad.com,Delong DataCenter,DeLong_DR_Cluster,vwvmdr02.odqad.com,10,VMware Virtual Server,Active,Production-Infra,Linux,Michael Pack,Delong - ViaWest,-,Unclassified,-,QAD Servers,Zerto,QAD Cloud Support - 00092315,-,-,-,-,-
2018/01/02 20:00,1,VM Guest,439533.0,No,Z-VRAH-vwvmdr03.odqad.com-62-221255,81834-VWVCNDR1.odqad.com,Delong DataCenter,DeLong_DR_Cluster,vwvmdr03.odqad.com,10,VMware Virtual Server,Active,Production-Infra,Linux,Michael Pack,Delong - ViaWest,-,Unclassified,-,QAD Servers,Zerto,QAD Cloud Support - 00092315,-,-,-,-,-
2018/01/02 20:00,1,VM Guest,439485.0,No,Z-VRAH-vwvmdr05.odqad.com-12-430576,81834-VWVCNDR1.odqad.com,Delong DataCenter,DeLong_DR_Cluster,vwvmdr05.odqad.com,10,VMware Virtual Server,Active,Production-Infra,Linux,Michael Pack,Delong - ViaWest,-,Unclassified,-,QAD Servers,Zerto,QAD Cloud Support - 00092315,-,-,-,-,-
2018/01/02 19:00,1,VM Guest,439484.0,No,Z-VRAH-vwvmdr06.odqad.com-7C-226068,81834-VWVCNDR1.odqad.com,Delong DataCenter,DeLong_DR_Cluster,vwvmdr06.odqad.com,10,VMware Virtual Server,Active,Production-Infra,Linux,Michael Pack,Delong - ViaWest,-,Unclassified,-,QAD Servers,Zerto,QAD Cloud Support - 00092315,-,-,-,-,-
2018/01/02 19:40,1,VM Guest,439483.0,No,Z-VRAH-vwvmdr04.odqad.com-39-857465,81834-VWVCNDR1.odqad.com,Delong DataCenter,DeLong_DR_Cluster,vwvmdr04.odqad.com,10,VMware Virtual Server,Active,Production-Infra,Linux,Michael Pack,Delong - ViaWest,-,Unclassified,-,QAD Servers,Zerto,QAD Cloud Support - 00092315,-,-,-,-,-
2018/01/02 18:40,1,VM Guest,439470.0,No,Z-VRAH-vwvmdr02.odqad.com-B7-792986,81834-VWVCNDR1.odqad.com,Delong DataCenter,DeLong_DR_Cluster,vwvmdr02.odqad.com,10,VMware Virtual Server,Active,Production-Infra,Linux,Michael Pack,Delong - ViaWest,-,Unclassified,-,QAD Servers,Zerto,QAD Cloud Support - 00092315,-,-,-,-,-
2018/01/02 20:20,1,VM Guest,439436.0,Yes,qsfrm8ttst04,qsfrqadnts001.odqad.com,Softlayer Paris,Paris Non-Production Cluster,qsfrqadesx014.odqad.com,10,VMware Virtual Server,Active,Test-Infra,Linux,Michael Pack,Paris - SoftLayer,-,Unclassified,-,QAD Servers,Temporary Test Server,QAD Cloud Support - 00092315,-,-,-,-,-
2018/01/02 15:00,1,VM Guest,439435.0,Yes,qsfrm8ttst04,qsfrqadnts001.odqad.com,Softlayer Paris,Paris Non-Production Cluster,qsfrqadesx014.odqad.com,10,VMware Virtual Server,Active,Test-Infra,Linux,Michael Pack,Paris - SoftLayer,-,Unclassified,-,QAD Servers,Temporary Test Server,QAD Cloud Support - 00092315,-,-,-,-,-
2018/01/10 21:40,1,VM Guest,439378.0,Yes,RightScale-Windows 2012 FDA Golden Image for Precision TMS v17 QVARQADNTS24,qssyqadnts001.odqad.com,Softlayer Sydney,Sydney_Cluster01,qssyqadesx001.odqad.com,10,VMware Virtual Server,Server Template,Development-Infra,Windows,Michael Pack,Sydney - SoftLayer,-,Unclassified,-,QAD Servers,Golden Images - RightScale Golden Images,QAD Cloud Support - 00092315,-,-,-,-,-
2018/01/10 21:40,1,VM Guest,439346.0,Yes,RightScale -Windows Server 2012 R2 FDA Master Image QRF 2017EE ??? qvarqadnts2017,qssyqadnts001.odqad.com,Softlayer Sydney,Sydney_Cluster01,qssyqadesx001.odqad.com,10,VMware Virtual Server,Server Template,Development-Infra,Windows,Michael Pack,Sydney - SoftLayer,-,Unclassified,-,QAD Servers,Golden Images - RightScale Golden Images,QAD Cloud Support - 00092315,-,-,-,-,-
2018/01/10 21:40,1,VM Guest,439343.0,Yes,RightScale - Windows Server 2008 R2 FDA Golden Image for QAD 2014EE - qqadnts10,qssyqadnts001.odqad.com,Softlayer Sydney,Sydney_Cluster01,qssyqadesx001.odqad.com,10,VMware Virtual Server,Server Template,Development-Infra,Windows,Michael Pack,Sydney - SoftLayer,-,Unclassified,-,QAD Servers,Golden Images - RightScale Golden Images,QAD Cloud Support - 00092315,-,-,-,-,-
2018/01/10 21:40,1,VM Guest,439336.0,Yes,Rightscale -  Windows 2012 FDA Qualified Master Image - qvarqadnts20,qssyqadnts001.odqad.com,Softlayer Sydney,Sydney_Cluster01,qssyqadesx004.odqad.com,10,VMware Virtual Server,Server Template,Development-Infra,Windows,Michael Pack,Sydney - SoftLayer,-,Unclassified,-,QAD Servers,Golden Images - RightScale Golden Images,QAD Cloud Support - 00092315,-,-,-,-,-
2018/01/10 21:40,1,VM Guest,439330.0,Yes,RightScale - base RHEL 6 64-bit FDA Qualified Master Image QAD base 2017EE,qssyqadnts001.odqad.com,Softlayer Sydney,Sydney_Cluster01,qssyqadesx004.odqad.com,10,VMware Virtual Server,Server Template,Development-Infra,Linux,Michael Pack,Sydney - SoftLayer,-,Unclassified,-,QAD Servers,Golden Images - RightScale Golden Images,QAD Cloud Support - 00092315,-,-,-,-,-
2018/01/10 21:40,1,VM Guest,439322.0,Yes,RightScale - base RHEL 6 64-bit FDA Qualified Master Image QAD base 2016EE,qssyqadnts001.odqad.com,Softlayer Sydney,Sydney_Cluster01,qssyqadesx002.odqad.com,10,VMware Virtual Server,Server Template,Development-Infra,Linux,Michael Pack,Sydney - SoftLayer,-,Unclassified,-,QAD Servers,Golden Images - RightScale Golden Images,QAD Cloud Support - 00092315,-,-,-,-,-
2018/01/10 21:40,1,VM Guest,439320.0,Yes,RightScale - base RHEL 6 64-bit FDA Qualified Master Image QAD base 2015EE,qssyqadnts001.odqad.com,Softlayer Sydney,Sydney_Cluster01,qssyqadesx003.odqad.com,10,VMware Virtual Server,Server Template,Development-Infra,Linux,Michael Pack,Sydney - SoftLayer,-,Unclassified,-,QAD Servers,Golden Images - RightScale Golden Images,QAD Cloud Support - 00092315,-,-,-,-,-
2018/01/10 21:40,1,VM Guest,439316.0,Yes,RightScale - base RHEL 6 64-bit FDA Qualified Master Image QAD base 2014SE,qssyqadnts001.odqad.com,Softlayer Sydney,Sydney_Cluster01,qssyqadesx004.odqad.com,10,VMware Virtual Server,Server Template,Development-Infra,Linux,Michael Pack,Sydney - SoftLayer,-,Unclassified,-,QAD Servers,Golden Images - RightScale Golden Images,QAD Cloud Support - 00092315,-,-,-,-,-
2018/01/10 21:40,1,VM Guest,439315.0,Yes,RightScale - base RHEL 6 64-bit FDA Qualified Master Image QAD base 2014EE,qssyqadnts001.odqad.com,Softlayer Sydney,Sydney_Cluster01,qssyqadesx004.odqad.com,10,VMware Virtual Server,Server Template,Development-Infra,Linux,Michael Pack,Sydney - SoftLayer,-,Unclassified,-,QAD Servers,Golden Images - RightScale Golden Images,QAD Cloud Support - 00092315,-,-,-,-,-
2018/01/02 08:20,1,VM Guest,439310.0,Yes,RightScale - base RHEL 6 64-bit FDA Qualified Master Image QAD base 2014EE,qssyqadnts001.odqad.com,Softlayer Sydney,Sydney_Cluster01,qssyqadesx002.odqad.com,10,VMware Virtual Server,Server Template,Development-Infra,Linux,Michael Pack,Sydney - SoftLayer,-,Unclassified,-,QAD Servers,Golden Images - RightScale Golden Images,QAD Cloud Support - 00092315,-,-,-,-,-
2018/01/02 08:00,1,VM Guest,439302.0,No,RightScale -RHEL 6 64-bit FDA Qualified Master Image QAD base 2008SE,qssyqadnts001.odqad.com,Softlayer Sydney,Sydney_Cluster01,qssyqadesx004.odqad.com,10,VMware Virtual Server,Server Template,Development-Infra,Linux,Michael Pack,Sydney - SoftLayer,-,Unclassified,-,QAD Servers,Golden Images - RightScale Golden Images,QAD Cloud Support - 00092315,-,-,-,-,-
2018/01/10 21:40,1,VM Guest,439298.0,Yes,RightScale - base RHEL 6 64-bit FDA Qualified Master Image QAD base 2008SE,qssyqadnts001.odqad.com,Softlayer Sydney,Sydney_Cluster01,qssyqadesx004.odqad.com,10,VMware Virtual Server,Server Template,Development-Infra,Linux,Michael Pack,Sydney - SoftLayer,-,Unclassified,-,QAD Servers,Golden Images - RightScale Golden Images,QAD Cloud Support - 00092315,-,-,-,-,-
2018/01/10 21:40,1,VM Guest,439293.0,Yes,RightScale - base RHEL 6 64-bit FDA Golden Image,qssyqadnts001.odqad.com,Softlayer Sydney,Sydney_Cluster01,qssyqadesx004.odqad.com,10,VMware Virtual Server,Server Template,Development-Infra,Linux,Michael Pack,Sydney - SoftLayer,-,Unclassified,-,QAD Servers,Golden Images - RightScale Golden Images,QAD Cloud Support - 00092315,-,-,-,-,-
2018/01/10 21:40,1,VM Guest,439288.0,Yes,RightScale -  Windows Server 2008 R2  Master Image QRF 2016EE ??? qvarqadnts19,qssyqadnts001.odqad.com,Softlayer Sydney,Sydney_Cluster01,qssyqadesx001.odqad.com,10,VMware Virtual Server,Server Template,Development-Infra,Windows,Michael Pack,Sydney - SoftLayer,-,Unclassified,-,QAD Servers,Golden Images - RightScale Golden Images,QAD Cloud Support - 00092315,-,-,-,-,-
2018/01/09 13:20,1,VM Guest,438961.0,No,Z-VRAH-vwvmdr04.odqad.com-246327,81834-VWVCNDR1.odqad.com,Delong DataCenter,DeLong_DR_Cluster,vwvmdr04.odqad.com,10,VMware Virtual Server,Active,Production-Infra,Linux,Michael Pack,Delong - ViaWest,-,Unclassified,-,QAD Servers,Zerto,QAD Cloud Support - 00092315,-,-,-,-,-
2018/01/10 18:00,1,VM Guest,438635.0,No,Z-VRAH-vwvmdr03.odqad.com-552445,81834-VWVCNDR1.odqad.com,Delong DataCenter,DeLong_DR_Cluster,vwvmdr03.odqad.com,10,VMware Virtual Server,Active,Production-Infra,Linux,Michael Pack,Delong - ViaWest,-,Unclassified,-,QAD Servers,Zerto,QAD Cloud Support - 00092315,-,-,-,-,-
2018/01/10 21:40,1,VM Guest,438210.0,Yes,RightScale-Windows 2012 FDA Golden Image for Precision TMS v17 QVARQADNTS24,qshkqadnts001.odqad.com,Hong Kong DataCenter,Hong_Kong_Cluster01,qshkqadesx007.odqad.com,10,VMware Virtual Server,Server Template,Development-Infra,Windows,Michael Pack,Hong Kong - SoftLayer,-,Unclassified,-,QAD Servers,Golden Images - RightScale Golden Images,QAD Cloud Support - 00092315,-,-,-,-,-
2018/01/10 21:40,1,VM Guest,438200.0,Yes,RightScale -Windows Server 2012 R2 FDA Master Image QRF 2017EE ??? qvarqadnts2017,qshkqadnts001.odqad.com,Hong Kong DataCenter,Hong_Kong_Cluster01,qshkqadesx005.odqad.com,10,VMware Virtual Server,Server Template,Development-Infra,Windows,Michael Pack,Hong Kong - SoftLayer,-,Unclassified,-,QAD Servers,Golden Images - RightScale Golden Images,QAD Cloud Support - 00092315,-,-,-,-,-
2018/01/10 21:40,1,VM Guest,438193.0,Yes,RightScale - Windows Server 2008 R2 FDA Golden Image for QAD 2014EE - qqadnts10,qshkqadnts001.odqad.com,Hong Kong DataCenter,Hong_Kong_Cluster01,qshkqadesx007.odqad.com,10,VMware Virtual Server,Server Template,Development-Infra,Windows,Michael Pack,Hong Kong - SoftLayer,-,Unclassified,-,QAD Servers,Golden Images - RightScale Golden Images,QAD Cloud Support - 00092315,-,-,-,-,-
2018/01/10 21:40,1,VM Guest,438188.0,Yes,Rightscale -  Windows 2012 FDA Qualified Master Image - qvarqadnts20,qshkqadnts001.odqad.com,Hong Kong DataCenter,Hong_Kong_Cluster01,qshkqadesx005.odqad.com,10,VMware Virtual Server,Server Template,Development-Infra,Windows,Michael Pack,Hong Kong - SoftLayer,-,Unclassified,-,QAD Servers,Golden Images - RightScale Golden Images,QAD Cloud Support - 00092315,-,-,-,-,-
2018/01/10 21:40,1,VM Guest,438167.0,Yes,RightScale - base RHEL 6 64-bit FDA Qualified Master Image QAD base 2017EE,qshkqadnts001.odqad.com,Hong Kong DataCenter,Hong_Kong_Cluster01,qshkqadesx005.odqad.com,10,VMware Virtual Server,Server Template,Development-Infra,Linux,Michael Pack,Hong Kong - SoftLayer,-,Unclassified,-,QAD Servers,Golden Images - RightScale Golden Images,QAD Cloud Support - 00092315,-,-,-,-,-
