Name,Logical CPUs,Virtual CPUs,Processor Speed,Real Memory Bytes,Deployment,Processor,Vendor,Model,Serial #,OS Level,Kernel,Galileo Agent,Avg CPU (24 hours),Peak CPU (24 hours),Avg LCPU (24 hours),Peak LCPU (24 hours),Avg VCPU (24 hours),Peak VCPU (24 hours),Avg Memory (24 hours) Bytes,Peak Memory (24 hours) Bytes,Avg Memory % (24 hours),Peak Memory % (24 hours),Avg Network Throughput (24 hours) B/s,Peak Network Throughput (24 hours) B/s,Avg Disk Throughput (24 hours) B/s,Peak Disk Throughput (24 hours) B/s,Avg Disk Transfers (24 hours) /s,Peak Disk Transfers (24 hours) /s,Avg CPU (7 days),Peak CPU (7 days),Avg LCPU (7 days),Peak LCPU (7 days),Avg VCPU (7 days),Peak VCPU (7 days),Avg Memory (7 days) Bytes,Peak Memory (7 days) Bytes,Avg Memory % (7 days),Peak Memory % (7 days),Avg Network Throughput (7 days) B/s,Peak Network Throughput (7 days) B/s,Avg Disk Throughput (7 days) B/s,Peak Disk Throughput (7 days) B/s,Avg Disk Transfers (7 days) /s,Peak Disk Transfers (7 days) /s,Avg CPU (30 days),Peak CPU (30 days),Avg LCPU (30 days),Peak LCPU (30 days),Avg VCPU (30 days),Peak VCPU (30 days),Avg Memory (30 days) Bytes,Peak Memory (30 days) Bytes,Avg Memory % (30 days),Peak Memory % (30 days),Avg Network Throughput (30 days) B/s,Peak Network Throughput (30 days) B/s,Avg Disk Throughput (30 days) B/s,Peak Disk Throughput (30 days) B/s,Avg Disk Transfers (30 days) /s,Peak Disk Transfers (30 days) /s,SMT,# of Processors,System Firmware,Current Processor Firmware,Total Page Space Bytes,Used Page Space Bytes,Fibre Channel Adapters,Used Fibre Adapters,Ethernet Adapters,Ethernet Adapter Speed,Used Ethernet Adapters,LPAR Type,LPAR Mode,LPAR Vps,LPAR Weight,LPAR Entitled
usmlrh127,4.0,4.0,2.4 GHz,16897592524.8,Unknown,Intel(R) Xeon(R) CPU E7- 4870,-,-,-,Red Hat Enterprise Linux AS release 4 (Nahant Update 5),2.6.9-55.ELsmp,3.1-2,0.674146341,7.08,0.674146341,7.08,-,-,2481248530.874761,2963128975.36,14.6840357724739,17.5358056,11439.257421824,1256161.28,80106.842090496,965400.576,7.744160279,83.178,0.718611111,31.84,0.718611111,31.84,-,-,2046569399.872127,2963128975.36,12.1116034548822,17.5358056,31937.560134656,8528281.6,115384.151057408,17174302.72,12.96489899,2152.436,0.718611111,31.84,0.718611111,31.84,-,-,2046569399.872127,2963128975.36,12.1116034548822,17.5358056,31937.560134656,8528281.6,115384.151057408,17174302.72,12.96489899,2152.436,false,4.0,-,-,4293604147.2,0.0,-,-,-,-,-,-,-,-,-,-
usmlrh126,4.0,4.0,2.4 GHz,16897592524.8,Unknown,Intel(R) Xeon(R) CPU E7- 4870,-,-,-,Red Hat Enterprise Linux AS release 4 (Nahant Update 5),2.6.9-55.ELsmp,3.1-2,0.706324042,6.985,0.706324042,6.985,-,-,2443032356.5005374,3375848488.96,14.4578723445993,19.9782808,10689.917769728,904990.72,98294.873198592,4584151.04,8.154160279,85.002,0.751565657,34.675,0.751565657,34.675,-,-,1873952642.2243574,3375848488.96,11.0900569973064,19.9782808,32902.223299584,10102476.8,132099.154747392,18802601.984,13.491084175,2340.572,0.751565657,34.675,0.751565657,34.675,-,-,1873952642.2243574,3375848488.96,11.0900569973064,19.9782808,32902.223299584,10102476.8,132099.154747392,18802601.984,13.491084175,2340.572,false,4.0,-,-,4293604147.2,0.0,-,-,-,-,-,-,-,-,-,-
usdenvio05,8.0,2.0,3658 MHz,8589934592.0,Virtual (LPAR),PowerPC_POWER8,IBM,"IBM,8408-44E",21DEBAW,2.2.6.21,6.1.9.316 (TL 05),3.4-0,1.640898577,2.232,0.862239359,1.45,1.640898577,2.232,2292134501.9622197,2345349939.2,26.6839575704626,27.3034668,9525.386476544,10112.0,150884.607562752,313400.95488,10.80613879,18.55,1.675628989,2.352,0.870905621,1.7825,1.675628989,2.352,2159114661.2203193,2345349939.2,25.1354028152482,27.3034668,9870.983262208,11284.48,152765.292391424,322028.25728,10.858182624,18.58,1.675628989,2.352,0.870905621,1.7825,1.675628989,2.352,2159114661.2203193,2345349939.2,25.1354028152482,27.3034668,9870.983262208,11284.48,152765.292391424,322028.25728,10.858182624,18.58,true,2.0,-,-,1610612736.0,12556697.6,2,-,-,-,-,Shared-SMT-4,Uncapped,2.0,255,1.00
usdenvio02,8.0,2.0,3658 MHz,8589934592.0,Virtual (LPAR),PowerPC_POWER8,IBM,"IBM,8408-44E",21DEC3W,2.2.6.21,6.1.9.316 (TL 05),3.4-0,0.720907473,1.312,0.372589751,0.6825,0.720907473,1.312,2395816278.8392634,2435758161.92,27.8909723163701,28.355957,204.052954112,716.8,89275.572493312,252534.62016,8.116743772,14.06,0.706202441,1.436,0.36891399,0.695,0.706202441,1.436,2264176630.345761,2435758161.92,26.3584851108586,28.355957,215.514074112,921.6,90027.342368768,252907.52,8.21665404,24.28,0.706202441,1.436,0.36891399,0.695,0.706202441,1.436,2264176630.345761,2435758161.92,26.3584851108586,28.355957,215.514074112,921.6,90027.342368768,252907.52,8.21665404,24.28,true,2.0,-,-,1610612736.0,13295943.68,2,-,-,-,-,Shared-SMT-4,Uncapped,2.0,255,1.00
usdenvio01,8.0,2.0,3658 MHz,8589934592.0,Virtual (LPAR),PowerPC_POWER8,IBM,"IBM,8408-44E",21DEC3W,2.2.6.21,6.1.9.316 (TL 05),3.4-0,0.751382562,1.346,0.383639751,0.68,0.751382562,1.346,2340956275.1546164,2371585310.72,27.252317816726,27.6088867,251.955017728,798.72,91145.255866368,249783.8592,8.544145907,23.48,0.745223386,1.528,0.382685339,0.8375,0.745223386,1.528,2196490543.7147956,2371585310.72,25.5705153554065,27.6088867,252.013008896,947.2,91393.17664768,254394.61376,8.556911148,23.48,0.745223386,1.528,0.382685339,0.8375,0.745223386,1.528,2196490543.7147956,2371585310.72,25.5705153554065,27.6088867,252.013008896,947.2,91393.17664768,254394.61376,8.556911148,23.48,true,2.0,-,-,1610612736.0,13238272.0,1,-,-,-,-,Shared-SMT-4,Uncapped,2.0,255,1.00
usdenvio04,8.0,2.0,3658 MHz,8589934592.0,Virtual (LPAR),PowerPC_POWER8,IBM,"IBM,8408-44E",21DEC3W,2.2.6.21,6.1.9.316 (TL 05),3.4-0,1.41108363,2.03,0.77256452,1.245,1.41108363,2.03,3411088478.8935065,3468144148.48,39.7102963067616,40.3745117,77195.059929088,81674.24,202239.856165888,387200.9216,7.276459075,17.06,1.343135621,2.03,0.714818162,1.245,1.343135621,2.03,3263701927.9222374,3468144148.48,37.9944910285948,40.3745117,88189.134640128,142520.32,196748.56258048,444340.45952,7.217994281,17.26,1.343135621,2.03,0.714818162,1.245,1.343135621,2.03,3263701927.9222374,3468144148.48,37.9944910285948,40.3745117,88189.134640128,142520.32,196748.56258048,444340.45952,7.217994281,17.26,true,2.0,-,-,1610612736.0,15466496.0,2,-,-,-,-,Shared-SMT-4,Uncapped,2.0,255,1.00
usdenvio03,8.0,2.0,3658 MHz,8589934592.0,Virtual (LPAR),PowerPC_POWER8,IBM,"IBM,8408-44E",21DEC3W,2.2.6.21,6.1.9.316 (TL 05),3.4-0,1.824884342,2.534,0.931523345,1.36,1.824884342,2.534,8470764004.231348,8503217356.8,98.612671769395,98.9904785,87242.704626688,93593.6,917713.292044288,3203838.9248,26.47227758,31.14,1.8595,4.318,0.943709289,2.27,1.8595,4.318,8464465384.575074,8522993500.16,98.5393461849673,99.2207031,105252.965228544,488192.0,955289.728543744,3203838.9248,28.12816585,411.9,1.8595,4.318,0.943709289,2.27,1.8595,4.318,8464465384.575074,8522993500.16,98.5393461849673,99.2207031,105252.965228544,488192.0,955289.728543744,3203838.9248,28.12816585,411.9,true,2.0,-,-,1610612736.0,19162726.4,2,-,-,-,-,Shared-SMT-4,Uncapped,2.0,255,1.00
usdenvio18,8.0,2.0,3525 MHz,10737418240.0,Virtual (LPAR),PowerPC_POWER8,IBM,"IBM,8286-42A",21B844V,2.2.6.21,6.1.9.316 (TL 09),3.0-0,1.261309609,2.05,0.717927046,2.2325,1.261309609,2.05,3942983767.167074,4086803988.48,36.72189793879,38.0613281,189.786191872,716.8,111885.333318656,734151.04512,11.505266904,95.52,5.987962494,15.282,2.746294982,7.705,5.987962494,15.282,3683993725.3509693,4086803988.48,34.309865217182,38.0613281,189.8837504,58327.04,113594.367382528,740219.32032,11.650319311,95.8,9.112909946,28.072,4.085252204,19.38,9.112909946,28.072,3737732388.2009068,8568354897.92,38.2980472184289,99.7487793,5396.695626752,17646632.96,128956.191668224,34703980.00128,11.965601852,419.22,true,2.0,-,-,1610612736.0,18098421.76,2,-,-,-,-,Shared-SMT-4,Uncapped,2.0,255,1.00
usdenqrhdb001,12.0,12.0,2.4 GHz,50511164211.2,Virtual (VM),Intel(R) Xeon(R) CPU E5-2695 v2,"VMware, Inc.",-,-,Red Hat Enterprise Linux Server release 5.5 (Tikanga),2.6.18-194.el5,3.1-2,0.109325019,0.825,0.109325019,0.825,-,-,1303433761.1179621,1510138183.68,2.5804864769517,2.9897117,2216.255762432,2621.44,78154.238096384,1003794.432,9.889174721,42.526,0.100921116,2.45833,0.100921116,2.45833,-,-,1139412644.941267,1510138183.68,2.2557639741935,2.9897117,2199.852043264,2846.72,74020.170322944,1003794.432,9.759264785,97.676,0.100921116,2.45833,0.100921116,2.45833,-,-,1139412644.941267,1510138183.68,2.2557639741935,2.9897117,2199.852043264,2846.72,74020.170322944,1003794.432,9.759264785,97.676,false,12.0,-,-,8587208294.4,0.0,-,-,-,-,-,-,-,-,-,-
usdenvio17,8.0,2.0,3525 MHz,10737418240.0,Virtual (LPAR),PowerPC_POWER8,IBM,"IBM,8286-42A",21B844V,2.2.6.21,6.1.9.316 (TL 09),3.0-0,1.25766548,2.76,0.728318505,2.175,1.25766548,2.76,4005371800.215093,4085755412.48,37.3029317790036,38.0515625,199.260924928,737.28,522938.030189568,16311102.84288,34.46633452,409.1,1.238127724,4.414,0.708436391,2.7125,1.238127724,4.414,3730747714.9467278,4085755412.48,34.7452956782058,38.0515625,213.000303616,860.16,475678.532784128,51214712.1664,23.364075013,857.46,1.220008743,16.93,0.685422811,12.7,1.220008743,16.93,3738269399.028597,8566069002.24,38.6916514492623,99.722168,5122.224262144,16526970.88,432137.054104576,149632996.00384,20.588918033,2907.42,true,2.0,-,-,1610612736.0,18224250.88,2,-,-,-,-,Shared-SMT-4,Uncapped,2.0,255,1.00
usmlrs453,4.0,4.0,2.4 GHz,16696265932.8,Unknown,Intel(R) Xeon(R) CPU E7- 4870,-,-,-,Red Hat Enterprise Linux Server release 5.11 (Tikanga),2.6.18-419.el5,2.3-9,7.064252669,22.35,7.064252669,22.35,-,-,16552268610.359262,16607850004.48,99.1375477437723,99.4704449,23446.393166848,710737.92,176238.489964544,6317752.32,14.821565836,208.84,6.565059731,30.39,6.565059731,30.39,-,-,16491776253.100033,16608667893.76,98.7752370472374,99.4753435,23239.550024704,782110.72,165130.535629824,8222105.6,13.988680936,268.82,4.472646999,30.39,4.472646999,30.39,-,-,16293242362.502579,16608793722.88,97.586145477717,99.4760972,23661.749878784,782110.72,181355.852197888,28117975.04,14.142112733,704.52,false,4.0,-,-,4293604147.2,104857.6,-,-,-,-,-,-,-,-,-,-
WMHTS165Q,4.0,4.0,2.40GHz,8551718914.62144,Virtual (VM),Intel(R) Xeon(R) CPU E5-2695 v2,"VMware, Inc.",VMware Virtual Platform,-,Microsoft Windows Server 2008 R2 Standard ,7601,2.6.5.0,0.882771986,20.27157,0.882771986,20.27157,-,-,1949484330.507043,2083837538.46784,22.7964032755319,24.36747,5090.441549824,62229.06368,180885.850380288,13798448.45568,5.185525248,255.38932,0.959604115,21.62192,0.959604115,21.62192,-,-,2090899284.8881254,2374555234.46784,24.4500468937656,27.7669935,4916.515122176,62229.06368,184890.673933312,19752799.68256,6.657398165,855.22737,1.108608066,25.86052,1.108608066,25.86052,-,-,2078212615.1877263,3707909733.08928,24.3016946177457,43.3586484,5874.371154944,590616.8832,201792.069047296,19752799.68256,7.220518997,855.22737,false,4.0,-,-,8551718914.62144,0.0,-,-,-,-,-,-,-,-,-,-
usmlrs450,2.0,2.0,2.4 GHz,4006504038.4,Virtual (VM),Intel(R) Xeon(R) CPU E7- 4870,"VMware, Inc.",-,-,Red Hat Enterprise Linux Server release 5.11 (Tikanga),2.6.18-419.el5,3.1-2,0.850498221,5.63,0.850498221,5.63,-,-,3059965603.3296056,3100681175.04,76.3749536747331,77.3911906,994.555445248,51978.24,84575.155473408,481257.472,13.323558719,23.838,0.883240418,10.97,0.883240418,10.97,-,-,2888375402.528506,3100681175.04,72.0921625149826,77.3911906,954.74110464,51978.24,84618.653371392,726910.976,13.373061224,25.29,0.854205959,15.04,0.854205959,15.04,-,-,2522716363.5925646,3100681175.04,62.9655265394565,77.3911906,922.642777088,59125.76,84610.135177216,726910.976,13.388756058,68.16,false,2.0,-,-,4293604147.2,0.0,-,-,-,-,-,-,-,-,-,-
usmlrs63,2.0,2.0,2.4 GHz,6118336102.4,Unknown,Intel(R) Xeon(R) CPU E7- 4870,-,-,-,Red Hat Enterprise Linux Server release 5.11 (Tikanga),2.6.18-398.el5,2.3-11,0.450071174,4.38,0.450071174,4.38,-,-,6014246015.252562,6023251230.72,98.2987190373666,98.4459031,13148.597295104,3032289.28,52347.098647552,296263.68,5.584768683,18.3,0.661427141,51.16,0.661427141,51.16,-,-,6010866818.304967,6081090682.88,98.2434883883325,99.3912492,327183.249755136,129365299.2,377074.683384832,123658690.56,8.088102153,1043.08,0.672168793,51.16,0.672168793,51.16,-,-,5377036679.40406,6081426227.2,87.8839702400229,99.3967334,320582.963166208,129365299.2,371045.696565248,123658690.56,8.079895322,1248.64,false,2.0,-,-,9125442355.2,209715.2,-,-,-,-,-,-,-,-,-,-
usmlrs406,4.0,4.0,3.5 GHz,8237298483.2,Virtual (VM),Intel(R) Xeon(R) CPU E5-2637 v3,"VMware, Inc.",-,-,Red Hat Enterprise Linux Server release 5.4 (Tikanga),2.6.18-164.el5,3.1-2,0.314181185,2.955,0.314181185,2.955,-,-,8053211576.712298,8177194106.88,97.7652029149826,99.2703387,78228.03400704,14912634.88,255108.2779648,28814608.384,22.30015331,209.508,0.356833747,25.22,0.356833747,25.22,-,-,8058074114.378695,8188938158.08,97.8242336460546,99.4129104,79118.010759168,41328312.32,296025.532664832,40156614.656,22.998247146,564.352,0.343942097,25.22,0.343942097,25.22,-,-,7908783432.718615,8189043015.68,96.0118593352426,99.4141833,78345.342598144,42127994.88,292157.724283904,41152985.088,22.913045383,785.33,false,4.0,-,-,8588571443.2,283975352.32,-,-,-,-,-,-,-,-,-,-
usmlrs405,4.0,4.0,3.5 GHz,8237298483.2,Virtual (VM),Intel(R) Xeon(R) CPU E5-2637 v3,"VMware, Inc.",-,-,Red Hat Enterprise Linux Server release 5.4 (Tikanga),2.6.18-164.el5,3.1-2,0.250266904,0.915,0.250266904,0.915,-,-,7988177349.329814,8000781680.64,96.9756937391459,97.1287091,5523.623629824,685998.08,64684.024712192,107184.128,15.670818505,21.474,0.258914883,7.435,0.258914883,7.435,-,-,7993374370.667954,8173083688.96,97.0387850698357,99.2204387,22071.986142208,30837964.8,80298.234775552,28621260.8,16.003871578,664.702,0.257637845,7.665,0.257637845,7.665,-,-,6753670018.861367,8173083688.96,81.9888951779449,99.2204387,21759.220451328,34636328.96,79834.747188224,31840561.152,16.014437657,713.884,false,4.0,-,-,4293604147.2,104857.6,-,-,-,-,-,-,-,-,-,-
usmlrs382,4.0,4.0,2.4 GHz,16659460915.2,Virtual (VM),Intel(R) Xeon(R) CPU E7- 4870,"VMware, Inc.",-,-,Red Hat Enterprise Linux Server 7.1 (Maipo),3.10.0-229.4.2.el7.x86_64,3.1-2,0.917010676,4.905,0.917010676,4.905,-,-,11992420866.842428,12089494077.44,71.9856478377224,72.568339,1450.873166848,56524.8,19149.237295104,225902.592,2.216548043,6.748,0.926734694,6.025,0.926734694,6.025,-,-,11327717820.626633,12089494077.44,67.9957045318567,72.568339,1506.610333696,110981.12,19547.832768512,482746.368,2.255719263,19.818,0.883638846,7.865,0.883638846,7.865,-,-,8427842074.937655,12089494077.44,50.5889243222171,72.568339,1648.5723904,288235.52,19643.010100224,482746.368,2.273128944,19.818,false,4.0,-,-,17175674880.0,0.0,-,-,-,-,-,-,-,-,-,-
usmlrs366,4.0,4.0,2.4 GHz,12593817190.4,Unknown,Intel(R) Xeon(R) CPU E7- 4870,-,-,-,Red Hat Enterprise Linux AS release 4 (Nahant Update 7),2.6.9-78.ELsmp,3.1-2,0.725427046,2.315,0.725427046,2.315,-,-,6358926156.271452,6425317212.16,50.4924445078292,51.0196163,33454.043558912,42782.72,67948.048398336,95756.288,7.698227758,9.096,0.734161274,8.075,0.734161274,8.075,-,-,6008140431.115682,6425317212.16,47.707064032454,51.0196163,33449.191916544,42864.64,68238.482285568,121278.464,7.701399701,9.468,0.723309007,8.11,0.723309007,8.11,-,-,4531269912.568529,6425317212.16,35.980115036152,51.0196163,33388.03814912,43233.28,68638.825585664,785756.16,7.700275011,43.532,false,4.0,-,-,8587208294.4,0.0,-,-,-,-,-,-,-,-,-,-
usmlrs363,7.0,7.0,2.4 GHz,29513010380.8,Unknown,Intel(R) Xeon(R) CPU E7- 4870,-,-,-,Red Hat Enterprise Linux AS release 4 (Nahant Update 7),2.6.9-78.ELsmp,3.1-2,2.672150712,14.98,2.672150712,14.98,-,-,28329744905.548073,29441518469.12,95.9906988163701,99.7577614,114305.002135552,9813176.32,101781.744512,236414.976,13.132690391,18.53,1.564540961,15.43428,1.564540961,15.43428,-,-,28449277587.9061,29449655418.88,96.3957157232952,99.7853321,148284.160636928,36727930.88,175409.342374912,35382931.456,14.148591588,486.366,1.861546373,18.89143,1.861546373,18.89143,-,-,28572777336.245583,29450641080.32,96.8141743848604,99.7886718,132049.949851648,46456913.92,167670.908742656,44319848.448,13.975796962,562.81,false,7.0,-,-,8587208294.4,209715.2,-,-,-,-,-,-,-,-,-,-
usmlrs359,8.0,8.0,2.4 GHz,33750096281.6,Virtual (VM),Intel(R) Xeon(R) CPU E7- 4870,"VMware, Inc.",-,-,Red Hat Enterprise Linux Server release 5.11 (Tikanga),2.6.18-419.el5,3.1-2,1.300862989,5.515,1.300862989,5.515,-,-,33201622969.44971,33570978529.28,98.3748985245552,99.4692822,69441.557864448,14892687.36,170219.571017728,1729622.016,18.244270463,52.34,1.36732454,14.81,1.36732454,14.81,-,-,33349136289.480312,33588133232.64,98.8119737824291,99.5201109,277872.986600448,72762716.16,376962.58166272,69706162.176,20.549681434,721.38,1.293892621,15.1925,1.293892621,15.1925,-,-,33244884137.613983,33588133232.64,98.5030793994324,99.5201109,281316.15581184,92765265.92,362890.592584704,88746377.216,20.401068478,792.44,false,8.0,-,-,8489271296.0,104857.6,-,-,-,-,-,-,-,-,-,-
usmlrs358,8.0,8.0,2.4 GHz,33750096281.6,Virtual (VM),Intel(R) Xeon(R) CPU E7- 4870,"VMware, Inc.",-,-,Red Hat Enterprise Linux Server release 5.11 (Tikanga),2.6.18-419.el5,3.1-2,1.559270463,11.525,1.559270463,11.525,-,-,33244278593.339523,33583896985.6,98.5012851992883,99.507559,190093.173523456,46976860.16,355006.945025024,45720248.32,22.681779359,462.152,1.573347437,15.4025,1.573347437,15.4025,-,-,33412772827.1997,33587839631.36,99.0005259497262,99.5192409,460825.393568768,86011863.04,610033.357156352,82813947.904,26.092252862,1092.526,1.574902918,21.6475,1.574902918,21.6475,-,-,33343528650.109093,33588657520.64,98.7953586025831,99.5216643,466230.593762304,92263608.32,607452.758469632,88209211.392,25.764034055,1114.534,false,8.0,-,-,18152947712.0,104857.6,-,-,-,-,-,-,-,-,-,-
usmlrs377,6.0,6.0,2.4 GHz,23158849536.0,Unknown,Intel(R) Xeon(R) CPU E7- 4870,-,-,-,Red Hat Enterprise Linux AS release 4 (Nahant Update 9),2.6.9-78.ELsmp,3.1-2,0.543345516,1.17667,0.543345516,1.17667,-,-,5909145190.4,5953898414.08,25.5157113117438,25.7089559,3873.853949952,80076.8,75071.021551616,157872.128,8.397238434,10.182,0.540836346,7.18,0.540836346,7.18,-,-,5696244448.872104,5953898414.08,24.5964051029368,25.7089559,3838.159960064,85237.76,75042.005566464,159350.784,8.410155301,10.464,0.525505508,8.00667,0.525505508,8.00667,-,-,4636578360.369086,5953898414.08,20.0207629188115,25.7089559,3750.773536768,85237.76,75016.496820224,768978.944,8.362819859,45.398,false,6.0,-,-,8587208294.4,0.0,-,-,-,-,-,-,-,-,-,-
usmlrs376,6.0,6.0,2.4 GHz,23158849536.0,Unknown,Intel(R) Xeon(R) CPU E7- 4870,-,-,-,Red Hat Enterprise Linux AS release 4 (Nahant Update 9),2.6.9-78.ELsmp,3.1-2,0.522938711,1.28667,0.522938711,1.28667,-,-,10267873360.492887,10314821140.48,44.3367160550523,44.5394367,4872.099233792,152576.0,79711.620905984,155981.824,8.760766551,10.326,0.536618849,5.15,0.536618849,5.15,-,-,10021979435.404623,10314821140.48,43.2749451562779,44.5394367,4990.533875712,174141.44,80242.512166912,163330.048,8.809617866,10.776,0.53164221,5.64,0.53164221,5.64,-,-,8694225955.700342,10314821140.48,37.5417006024308,44.5394367,5707.685006336,181739.52,80949.619460096,757383.168,8.86980833,45.996,false,6.0,-,-,8587208294.4,0.0,-,-,-,-,-,-,-,-,-,-
usmlrs370,4.0,4.0,2.4 GHz,12593817190.4,Unknown,Intel(R) Xeon(R) CPU E7- 4870,-,-,-,Red Hat Enterprise Linux AS release 4 (Nahant Update 7),2.6.9-78.ELsmp,3.1-2,0.611463415,2.095,0.611463415,2.095,-,-,6371940747.899306,6430476206.08,50.5957856243903,51.0605808,874.003623936,1474.56,68097.31300352,96745.472,7.684634146,9.05,0.609647643,7.855,0.609647643,7.855,-,-,6047198541.758071,6430476206.08,48.0172012215385,51.0605808,864.581240832,2170.88,68223.230856192,117282.816,7.680872457,9.398,0.599165895,8.905,0.599165895,8.905,-,-,4651350334.579409,6430476206.08,36.9336021343211,51.0605808,804.41171968,2949.12,68702.401087488,1283921.92,7.693783192,55.862,false,4.0,-,-,8587208294.4,0.0,-,-,-,-,-,-,-,-,-,-
usmlrs371,4.0,4.0,2.4 GHz,12593817190.4,Unknown,Intel(R) Xeon(R) CPU E7- 4870,-,-,-,Red Hat Enterprise Linux AS release 4 (Nahant Update 7),2.6.9-78.ELsmp,3.1-2,0.647989324,2.4,0.647989324,2.4,-,-,6340982147.589866,6405624954.88,50.3499618231317,50.8632518,888.29266944,1474.56,67983.549494272,98023.424,7.781523132,9.102,0.639001991,9.09,0.639001991,9.09,-,-,6019646070.893577,6405624954.88,47.798423463116,50.8632518,875.685654528,2170.88,67949.843750912,118513.664,7.750835241,9.606,0.630836181,10.695,0.630836181,10.695,-,-,4682123892.351828,6405624954.88,37.1779566246844,50.8632518,805.032670208,2170.88,68433.469284352,1277319.168,7.773985888,55.704,false,4.0,-,-,8587208294.4,0.0,-,-,-,-,-,-,-,-,-,-
usmlrs369,4.0,4.0,2.4 GHz,12593817190.4,Unknown,Intel(R) Xeon(R) CPU E7- 4870,-,-,-,Red Hat Enterprise Linux AS release 4 (Nahant Update 7),2.6.9-78.ELsmp,3.1-2,0.605557491,1.7,0.605557491,1.7,-,-,6271519610.843955,6340822958.08,49.7984012013937,50.3486978,912.537421824,1495.04,67742.45954048,96325.632,7.647560976,8.76,0.616808933,8.21,0.616808933,8.21,-,-,5917094177.0578,6340822958.08,46.9841199663027,50.3486978,906.882859008,2232.32,67391.998221312,124082.176,7.645408437,9.456,0.622378265,17.6,0.622378265,17.6,-,-,4474683947.982258,6340822958.08,35.5307996008219,50.3486978,857.954312192,2232.32,67766.478108672,1259046.912,7.644031581,54.962,false,4.0,-,-,8587208294.4,0.0,-,-,-,-,-,-,-,-,-,-
usmlrs368,4.0,4.0,2.4 GHz,12593817190.4,Unknown,Intel(R) Xeon(R) CPU E7- 4870,-,-,-,Red Hat Enterprise Linux AS release 4 (Nahant Update 7),2.6.9-78.ELsmp,3.1-2,0.599946619,2.17,0.599946619,2.17,-,-,5896911853.487915,5954443673.6,46.8238641569395,47.2806901,982.238291968,1576.96,69958.178619392,99033.088,7.76852669,9.536,0.608578895,8.255,0.608578895,8.255,-,-,5601312943.828369,5954443673.6,44.4766893083126,47.2806901,961.193987072,2293.76,70086.335904768,119212.032,7.770560478,9.536,0.611446871,17.37,0.611446871,17.37,-,-,4318750803.58409,5954443673.6,34.2926273921812,47.2806901,871.582389248,2293.76,70132.911647744,739956.736,7.76826337,44.782,false,4.0,-,-,8587208294.4,0.0,-,-,-,-,-,-,-,-,-,-
usmlrs351,4.0,4.0,2.4 GHz,20885956198.4,Virtual (VM),Intel(R) Xeon(R) CPU E7- 4870,"VMware, Inc.",-,-,Red Hat Enterprise Linux Server 7.2 (Maipo),3.10.0-327.3.1.el7.x86_64,3.1-2,1.688042705,14.305,1.688042705,14.305,-,-,20565524806.513985,20693290844.16,98.4658045412811,99.0775363,213428.056370176,35535134.72,127564.482960384,18292789.248,6.052690391,181.168,1.79475112,27.3,1.79475112,27.3,-,-,19927511636.72363,20700169502.72,95.4110573034843,99.1104707,332794.291289088,91247349.76,283929.233521664,91026968.576,7.588816327,722.574,1.836984343,28.94,1.836984343,28.94,-,-,20109294927.26278,20701889167.36,96.2814186539789,99.1187043,320710.788018176,94573629.44,272218.514814976,91277527.04,7.426957876,722.574,false,4.0,-,-,17175674880.0,225527726.08,-,-,-,-,-,-,-,-,-,-
usmlrh114,12.0,12.0,2.4 GHz,25553272832.0,Unknown,Intel(R) Xeon(R) CPU E5-2695 v2,-,-,-,Red Hat Enterprise Linux AS release 4 (Nahant Update 5),2.6.9-55.ELsmp,3.1-2,0.265035714,0.56,0.265035714,0.56,-,-,3508384900.242735,3663221227.52,13.7296890417857,14.3356244,7246.628571136,77045.76,90469.800228864,126910.464,9.9797,11.61,0.290160134,10.14167,0.290160134,10.14167,-,-,4595469511.578092,14479345582.08,17.9838783930279,56.6633702,31314.205577216,18332753.92,126458.288446464,21723428.864,11.541175299,1932.228,0.293410436,11.89167,0.293410436,11.89167,-,-,4357716064.9293165,19008501841.92,17.0534557101726,74.3877388,33391.286293504,18332753.92,125774.550009856,24375830.528,11.723236937,2062.822,false,12.0,-,-,4293604147.2,0.0,-,-,-,-,-,-,-,-,-,-
usmlrs461,4.0,4.0,3.5 GHz,99457538457.6,Unknown,Intel(R) Xeon(R) CPU E5-2637 v3,-,-,-,Red Hat Enterprise Linux Server release 5.5 (Tikanga),2.6.18-194.el5,2.5-8,5.838594306,62.435,5.838594306,62.435,-,-,98356147587.58986,99010257879.04,98.8926019206406,99.5502799,749673.169537024,34162012.16,439785.027416064,32391497.728,17.54111032,151.13,7.110903435,73.19,7.110903435,73.19,-,-,98632165570.5444,99014598983.68,99.1701253616227,99.5546446,1042214.263653376,71032238.08,959416.087573504,68548325.376,30.591819811,1485.014,8.666260185,89.445,8.666260185,89.445,-,-,98128566068.12851,99014913556.48,98.6637791256401,99.5549609,1061490.354772992,96626053.12,996925.065091072,93846949.888,31.16486506,1657.462,false,4.0,-,-,51539607552.0,104857.6,-,-,-,-,-,-,-,-,-,-
