Name,Logical CPUs,Virtual CPUs,Processor Speed,Real Memory Bytes,Deployment,Processor,Vendor,Model,Serial #,OS Level,Kernel,Galileo Agent,Avg CPU (24 hours),Peak CPU (24 hours),Avg LCPU (24 hours),Peak LCPU (24 hours),Avg VCPU (24 hours),Peak VCPU (24 hours),Avg Memory (24 hours) Bytes,Peak Memory (24 hours) Bytes,Avg Memory % (24 hours),Peak Memory % (24 hours),Avg Network Throughput (24 hours) B/s,Peak Network Throughput (24 hours) B/s,Avg Disk Throughput (24 hours) B/s,Peak Disk Throughput (24 hours) B/s,Avg Disk Transfers (24 hours) /s,Peak Disk Transfers (24 hours) /s,Avg CPU (7 days),Peak CPU (7 days),Avg LCPU (7 days),Peak LCPU (7 days),Avg VCPU (7 days),Peak VCPU (7 days),Avg Memory (7 days) Bytes,Peak Memory (7 days) Bytes,Avg Memory % (7 days),Peak Memory % (7 days),Avg Network Throughput (7 days) B/s,Peak Network Throughput (7 days) B/s,Avg Disk Throughput (7 days) B/s,Peak Disk Throughput (7 days) B/s,Avg Disk Transfers (7 days) /s,Peak Disk Transfers (7 days) /s,Avg CPU (30 days),Peak CPU (30 days),Avg LCPU (30 days),Peak LCPU (30 days),Avg VCPU (30 days),Peak VCPU (30 days),Avg Memory (30 days) Bytes,Peak Memory (30 days) Bytes,Avg Memory % (30 days),Peak Memory % (30 days),Avg Network Throughput (30 days) B/s,Peak Network Throughput (30 days) B/s,Avg Disk Throughput (30 days) B/s,Peak Disk Throughput (30 days) B/s,Avg Disk Transfers (30 days) /s,Peak Disk Transfers (30 days) /s,SMT,# of Processors,System Firmware,Current Processor Firmware,Total Page Space Bytes,Used Page Space Bytes,Fibre Channel Adapters,Used Fibre Adapters,Ethernet Adapters,Ethernet Adapter Speed,Used Ethernet Adapters,LPAR Type,LPAR Mode,LPAR Vps,LPAR Weight,LPAR Entitled
usmlvi35,8.0,2.0,4060 MHz,8589934592.0,Virtual (LPAR),PowerPC_POWER7,IBM,"IBM,8408-E8D",10CA67T,2.2.5.10,6.1.9.200 (TL 08),2.5-8,4.118132404,12.204,3.767012195,10.4025,4.118132404,12.204,3589450508.095455,3604878458.88,41.7867036114983,41.9663086,376.48947712,1884.16,29018.839289856,125640.00768,2.864599303,8.04,2.059541439,21.334,1.967854839,16.445,2.059541439,21.334,3579033625.9784703,3613560668.16,41.6654351412903,42.0673828,459.036585984,23367.68,28969.87961856,130548.25472,2.860962779,8.04,1.485917294,21.334,1.433140855,16.855,1.485917294,21.334,3593381392.086467,3696607887.36,41.8324651220086,43.0341797,473.26283776,23695.36,29125.836588032,154139.99616,2.880792309,8.04,true,2.0,-,-,1610612736.0,21265121.28,4,-,-,-,-,Shared-SMT-4,Uncapped,2.0,255,1.00
usmlvi33,12.0,3.0,4060 MHz,8589934592.0,Virtual (LPAR),PowerPC_POWER7,IBM,"IBM,8408-E8D",10CA65T,2.2.5.10,6.1.9.200 (TL 09),2.5-8,3.833480176,17.562,3.918626828,19.325,3.833480176,17.562,3547062565.035049,3565095485.44,41.2932430092511,41.5031738,373.782554624,2191.36,35276.256693248,148000.96256,4.225286344,13.26,3.88542711,24.01,3.009091893,19.325,3.88542711,24.01,3543228722.896175,3573651865.6,41.2486112100256,41.6027832,433.767447552,2191.36,30318.758003712,148000.96256,3.142762148,13.26,3.803842062,30.338,3.025608265,32.56834,3.803842062,30.338,3553740073.957589,3641683476.48,41.3709794415024,42.3947754,433.066119168,30822.4,29200.32290304,148000.96256,2.912532369,13.26,true,3.0,-,-,1610612736.0,20027801.6,4,-,-,-,-,Shared-SMT-4,Uncapped,3.0,255,1.50
usmlvi32,12.0,3.0,4060 MHz,8589934592.0,Virtual (LPAR),PowerPC_POWER7,IBM,"IBM,8408-E8D",10CA65T,2.2.5.10,6.1.9.200 (TL 09),2.5-8,4.099154185,13.05,4.943839736,25.13166,4.099154185,13.05,3546023319.97628,3563438735.36,41.2811446039648,41.4838867,382.35347968,1925.12,54140.168841216,229072.896,6.087048458,11.76,3.314097187,14.922,2.800787801,25.13166,3.314097187,14.922,3539235627.4898205,3563438735.36,41.2021254604604,41.4838867,443.289862144,2560.0,54180.69357568,242872.90368,6.130035806,17.02,3.271762044,16.084,2.796267194,25.17,3.271762044,16.084,3553119658.9481654,3650659287.04,41.3637568597574,42.4992676,436.66140672,24535.04,54063.96655616,248540.20096,6.145514989,17.02,true,3.0,-,-,1610612736.0,20006830.08,4,-,-,-,-,Shared-SMT-4,Uncapped,3.0,255,1.50
usmliu05,4.0,1.0,4228 MHz,12884901888.0,Virtual (LPAR),PowerPC_POWER7,IBM,"IBM,8231-E2D",06AF2CT,7100-04-03-1642,7.1.4.31 (TL 04),3.1-5,18.273594306,99.462,16.551903915,99.485,18.273594306,99.462,12819848830.013931,12881483530.24,99.4951218227758,99.9734701,5579063.135657984,109048401.92,19133336.86425088,157235241.09312,458.565836299,8128.7,30.187319382,99.462,24.506449925,99.485,30.187319382,99.462,12796747367.01237,12882238504.96,99.3158308721973,99.9793294,3973764.972038144,143907860.48,28392041.88103373,207230444.63616,725.368141505,10974.9,24.191009968,99.462,20.381576843,99.605,24.191009968,99.462,12762283092.55979,12882322391.04,99.0483528987367,99.9799805,3783408.5972736,158170992.64,22902495.04845824,207230444.63616,628.590030134,13300.4,true,1.0,-,-,7247757312.0,27032289.28,2,-,-,-,-,Shared-SMT-4,Uncapped,1.0,128,0.50
usmliu27,2.0,1.0,3108 MHz,7516192768.0,Virtual (LPAR),PowerPC_POWER7,IBM,"IBM,9117-MMB",1008B5P,5300-12-01-1016,5.3.12.1 (TL 12),2.4-0,6.883478571,84.412,6.963357143,98.83,6.883478571,84.412,7428455867.538735,7501953105.92,98.8326949157143,99.8105469,1118538.093714432,62695915.52,1287759.579428864,71037767.68,20.325,1183.18,8.031141179,84.412,12.895813343,99.96,8.031141179,84.412,7300675733.060321,7502875852.8,97.1326302891554,99.8228237,252171.409335296,62695915.52,1784521.373873152,105144320.0,53.66918041,1183.18,7.727280559,86.724,12.306490396,99.96,7.727280559,86.724,7314446983.024869,7506042552.32,97.3158513749127,99.8649554,271033.63725312,80340623.36,1808695.998733312,113536327.68,51.644961001,1594.48,true,1.0,-,-,17179869184.0,16546529.28,0,-,-,-,-,Shared-SMT,Uncapped,1.0,128,0.20
usmliu260,88.0,22.0,3525 MHz,322122547200.0,Virtual (LPAR),PowerPC_POWER8,IBM,"IBM,8286-42A",2147B1V,7100-03-05-1524,7.1.3.45 (TL 03),3.0-1,51.440953737,93.968,36.620738719,92.09204,51.440953737,93.968,310654100879.8341,321913230458.88,96.4397256811388,99.9350195,4418200.907615232,72098017.28,671586998.2746235,1880352025.89696,25564.702348754,53112.94,46.533730214,96.304,32.917378676,96.42069,46.533730214,96.304,308549729882.2082,321913230458.88,95.7864429442509,99.9350195,2589833.79400704,75619983.36,668868552.1342146,2829438220.04224,25481.02321553,63751.74,44.390745453,98.4,31.670917153,99.07386,44.390745453,98.4,303883001720.9885,321945967001.6,94.33769984872,99.9451823,2817281.074055168,207356067.84,646721327.3122406,3024978274.60096,25726.724566199,69511.5,true,22.0,-,-,17179869184.0,302010859.52,4,-,-,-,-,Shared-SMT-4,Uncapped,22.0,128,16.00
usmliu96,4.0,1.0,3612 MHz,6442450944.0,Virtual (LPAR),PowerPC_POWER7,IBM,"IBM,8233-E8B",10280BT,7100-04-05-1720,7.1.4.33 (TL 04),2.5-8,1.743957295,67.544,0.929501779,57.92,1.743957295,67.544,6406989148.524118,6429217914.88,99.4495604900356,99.7945964,1057563.294519296,111560130.56,1032204.192195584,92466964.79744,18.08797153,1431.74,1.662462917,80.41,0.814641613,60.4,1.662462917,80.41,6404656183.394697,6430056775.68,99.4133481058736,99.8076172,748156.001353728,114599014.4,733242.327213056,98196087.68512,13.427775012,1521.56,1.412229352,80.41,0.646578246,60.4,1.412229352,80.41,5715464292.794368,6431168266.24,88.715682006869,99.8248698,410683.461508096,114599014.4,404878.48638464,98196087.68512,8.482467277,1521.56,true,1.0,-,-,536870912.0,14260633.6,4,-,-,-,-,Shared-SMT-4,Uncapped,1.0,128,0.20
usmlvi28,8.0,2.0,3612 MHz,8589934592.0,Virtual (LPAR),PowerPC_POWER7,IBM,"IBM,8233-E8B",10280AT,2.2.3.3,6.1.9.16 (TL 08),2.5-8,12.869017794,43.054,8.781076512,27.215,12.869017794,43.054,3909126255.6565666,3916011929.6,45.508219111032,45.5883789,2845.991174144,3706.88,104490.251697152,518817.71008,9.373380783,25.36,9.776042807,43.054,6.947223743,28.2675,9.776042807,43.054,3907582579.0201364,3916829818.88,45.4902483513688,45.5979004,2782.853797888,4055.04,115990.475307008,13022463.83616,9.834265804,322.36,9.874308566,49.382,7.01254144,34.8625,9.874308566,49.382,3899269033.284862,3916829818.88,45.3934659417642,45.5979004,3859.246737408,12779.52,131567.542172672,20637291.93984,10.117143851,735.72,true,2.0,-,-,1610612736.0,21097349.12,4,-,-,-,-,Shared-SMT-4,Uncapped,2.0,255,1.00
usmlvi30,8.0,2.0,3612 MHz,10737418240.0,Virtual (LPAR),PowerPC_POWER7,IBM,"IBM,8233-E8B",10280BT,2.2.3.3,6.1.9.16 (TL 08),2.5-8,20.318917563,78.21,15.379148746,70.6475,20.318917563,78.21,4334331891.374096,4337602396.16,40.3666113684588,40.3970703,2850.31684608,3809.28,32496.276755456,138500.23936,4.418996416,10.4,17.941458894,78.21,13.4922571,70.6475,17.941458894,78.21,4355026469.133484,4374386442.24,40.5593446435476,40.7396484,2924.46644736,4239.36,33332.219107328,146500.23936,4.504564026,10.68,17.518530409,81.024,13.160101845,75.1125,17.518530409,81.024,4335121805.6205435,4379671265.28,40.3739680189879,40.7888672,3174.837362688,4853.76,34712.78385664,156222.42304,4.613753482,11.8,true,2.0,-,-,1610612736.0,20908605.44,4,-,-,-,-,Shared-SMT-4,Uncapped,2.0,255,1.00
usmlvi31,8.0,2.0,3612 MHz,8589934592.0,Virtual (LPAR),PowerPC_POWER7,IBM,"IBM,8233-E8B",10280BT,2.2.3.3,6.1.9.16 (TL 08),2.5-8,13.746106762,64.25,10.54522242,65.3025,13.746106762,64.25,3527301447.971504,3530471505.92,41.0631933274021,41.1000977,2844.38775808,3686.4,17483.416543232,77920.0,2.065266904,4.76,14.707358246,75.152,11.182655705,68.8325,14.707358246,75.152,3548846716.2171965,3568304128.0,41.3140132603886,41.5405273,2922.670493696,4014.08,17973.882099712,82020.00384,2.109576482,5.06,14.507703515,75.152,10.99694496,68.8325,14.507703515,75.152,3529044070.5685587,3570736824.32,41.0834801236631,41.5688477,3174.592422912,4833.28,18754.667266048,90739.99872,2.176594363,5.06,true,2.0,-,-,1610612736.0,18035507.2,4,-,-,-,-,Shared-SMT-4,Uncapped,2.0,255,1.00
usmlvi29,8.0,2.0,3612 MHz,8589934592.0,Virtual (LPAR),PowerPC_POWER7,IBM,"IBM,8233-E8B",10280AT,2.2.3.3,6.1.9.16 (TL 08),2.5-8,14.759508897,41.612,10.134430605,28.8225,14.759508897,41.612,3647783576.689181,3652840325.12,42.4657899024911,42.5246582,2846.792882176,3686.4,17746.4546304,78680.00256,2.107259786,4.68,14.477202191,41.612,10.102983068,31.3675,14.477202191,41.612,3644658716.8845987,3654035701.76,42.4294117484562,42.5385742,2783.444143104,4321.28,17824.371807232,83440.00512,2.116743028,5.12,14.102459309,72.988,9.818989103,52.7875,14.102459309,72.988,3635589805.7875786,3654035701.76,42.3238357282402,42.5385742,3853.112803328,12677.12,21919.070262272,112260.00384,2.151970786,5.26,true,2.0,-,-,1610612736.0,23425187.84,4,-,-,-,-,Shared-SMT-4,Uncapped,2.0,255,1.00
usmliu248,16.0,4.0,3026 MHz,19327352832.0,Virtual (LPAR),PowerPC_POWER8,IBM,"IBM,8408-E8E",219545W,6100-09-07-1614,6.1.9.101 (TL 09),3.0-1,1.461508897,3.468,3.258198399,4.4325,1.461508897,3.468,18250323703.58164,18936737300.48,94.4274358879004,97.9789497,66532.231743488,6292111.36,3333644.455629824,327220266.83392,26.055516014,374.18,1.544505724,10.87,3.385278123,11.085,1.544505724,10.87,18327661257.221474,19282788352.0,94.8275814940767,99.7694227,424788.473628672,263805788.16,3585071.411617792,327220266.83392,28.960457939,1021.66,1.580867543,10.87,3.54612928,14.17625,1.580867543,10.87,18341504111.92972,19284424130.56,94.8992046226109,99.7778863,393394.840597504,264489103.36,3554599.6529408,344585366.51776,28.859976254,1021.66,true,4.0,-,-,25769803776.0,46326087.68,2,-,-,-,-,Shared-SMT-4,Uncapped,4.0,128,2.00
usmlvi25,8.0,2.0,3612 MHz,8589934592.0,Virtual (LPAR),PowerPC_POWER7,IBM,"IBM,8233-E8B",109DAAR,2.2.3.50,6.1.9.45 (TL 08),2.5-3,17.101814947,73.9,10.977820285,49.7825,17.101814947,73.9,4465321639.703217,4472260526.08,51.9831855754448,52.0639648,2734.043558912,3747.84,23823.15148288,102088.26368,2.603701068,11.04,12.539871514,74.1,8.056515189,53.7525,12.539871514,74.1,4468765519.920497,4481467023.36,52.0232776189243,52.1711426,2852.686533632,353996.8,24650.930802688,1653155.10272,2.622410359,61.4,12.863101126,84.312,8.496227505,63.1175,12.863101126,84.312,3803413330.8061776,4481467023.36,44.2775586958087,52.1711426,2715.969478656,353996.8,41951.751335936,3489821.92128,5.067980959,94.06,true,2.0,-,-,1610612736.0,19901972.48,4,-,-,-,-,Shared-SMT-4,Uncapped,2.0,255,0.40
usmlvi27,8.0,2.0,3612 MHz,8589934592.0,Virtual (LPAR),PowerPC_POWER7,IBM,"IBM,8233-E8B",109D7BR,2.2.3.50,6.1.9.45 (TL 09),2.5-3,10.209024911,23.64,7.171423488,56.14,10.209024911,23.64,3404347739.7958817,3410283724.8,39.6318237729537,39.7009277,2734.189324288,3788.8,85898.293131264,224940.19584,15.208967972,34.08,10.640160279,29.594,7.410247636,56.14,10.640160279,29.594,3394380976.297607,3410283724.8,39.5157953767546,39.7009277,2671.635878912,6184.96,54176.159048704,224940.19584,7.748680936,34.1,8.721436986,49.57,6.256818261,56.14,8.721436986,49.57,3372194885.4540043,3410283724.8,39.257515286829,39.7009277,2666.707330048,6184.96,47258.668315648,224940.19584,6.086511304,34.1,true,2.0,-,-,1610612736.0,19608371.2,4,-,-,-,-,Shared-SMT-4,Uncapped,2.0,255,1.00
usmlvi26,8.0,2.0,3612 MHz,8589934592.0,Virtual (LPAR),PowerPC_POWER7,IBM,"IBM,8233-E8B",109D7BR,2.2.3.50,6.1.9.45 (TL 09),2.5-3,33.005423488,53.096,22.952197509,71.17,33.005423488,53.096,3423452272.093299,3431108444.16,39.854229802847,39.9433594,2768.95430656,3829.76,43920.327916544,150540.19584,5.465978648,12.92,14.051745147,54.872,9.868237929,71.17,14.051745147,54.872,3413092770.6523566,3431108444.16,39.7336293332006,39.9433594,2844.059332608,3829.76,43953.947779072,150620.20096,5.442160279,12.92,12.32740211,57.218,8.648682914,71.17,12.32740211,57.218,3377226617.0697646,3431108444.16,39.3160923521966,39.9433594,3136.340957184,5160.96,44826.55184384,152272.896,5.510369769,12.92,true,2.0,-,-,1610612736.0,19671285.76,4,-,-,-,-,Shared-SMT-4,Uncapped,2.0,255,1.00
usmliu241,112.0,28.0,3026 MHz,375809638400.0,Virtual (LPAR),PowerPC_POWER8,IBM,"IBM,8408-E8E",219545W,7100-04-01-1543,7.1.4.1 (TL 04),3.0-1,51.861060498,86.666,36.20688452,78.86929,51.861060498,86.666,349473746055.9987,361348600954.88,92.9922254135231,96.1520313,901578.066904064,79555440.64,901025919.3681449,1826526224.40448,24694.043629893,46470.4,45.442085615,91.428,29.748376794,85.99178,45.442085615,91.428,353038904609.1254,366913163100.16,93.9408861666998,97.6327176,1021514.284599296,98630041.6,892522851.8414531,2699570854.84032,25729.419920358,80120.4,52.003043554,95.11,35.372655181,92.77429,52.003043554,95.11,349238372374.1197,366913163100.16,92.9295943192517,97.6327176,926625.73162496,116246978.56,882592783.0097839,2794238783.78496,25707.079735318,80120.4,true,28.0,-,-,17179869184.0,293475450.88,0,-,-,-,-,Dedicated-SMT-4,Donating,28.0,-,28.00
usmliu340,16.0,4.0,3108 MHz,25769803776.0,Virtual (LPAR),PowerPC_POWER7,IBM,"IBM,9117-MMB",1008B5P,7100-04-01-1543,7.1.4.0 (TL 04),2.4-0,4.490398577,36.132,5.280129004,30.0575,4.490398577,36.132,25432847498.039265,25725763584.0,98.6924375530249,99.8291016,7020811.843416064,104144035.84,11790066.917579776,119561646.08,70.497864769,1614.84,4.230958,44.362,5.8069475,48.88125,4.230958,44.362,25254919374.11072,25731362979.84,98.001985557,99.8508301,1956307.27168,111870996.48,12215743.77472,150096220.16,270.20367,6491.02,4.028409788,44.362,5.564492301,51.6525,4.028409788,44.362,25162983750.56746,25733040701.44,97.6452283825961,99.8573405,2070680.085935104,115131678.72,12094656.931801088,171856793.6,240.830068501,8387.72,true,4.0,-,-,17179869184.0,33512488.96,0,-,-,-,-,Shared-SMT-4,Uncapped,4.0,128,1.00
usmliu144,72.0,18.0,4060 MHz,206158430208.0,Virtual (LPAR),PowerPC_POWER7,IBM,"IBM,8408-E8D",210E35V,7100-04-03-1642,7.1.4.31 (TL 04),3.1-5,9.180419929,28.688,8.501142847,25.42889,9.180419929,28.688,205715387219.8516,206038976430.08,99.7850958686833,99.9420573,50951850.690960385,213654835.2,67514161.67383961,332523240.76544,3195.841779359,17281.54,8.717021425,49.404,8.163843134,25.42889,8.717021425,49.404,205451575638.53726,206045393715.2,99.6571304083707,99.9451701,9185044.883068928,213654835.2,52087728.81813095,332523240.76544,4552.276123568,26872.88,8.822310639,61.968,8.178113705,39.77139,8.822310639,61.968,205412469013.3924,206045393715.2,99.6381611974852,99.9451701,10236065.86474496,241723965.44,51777440.299008,332523240.76544,4435.44099548,26872.88,true,18.0,-,-,8992587776.0,374677176.32,4,-,-,-,-,Shared-SMT-4,Uncapped,18.0,128,14.00
usmliu28,4.0,1.0,4060 MHz,12884901888.0,Virtual (LPAR),PowerPC_POWER7,IBM,"IBM,8408-E8D",210E35V,7100-03-05-1524,7.1.3.45 (TL 03),2.3-11,1.236768683,26.556,0.837010676,18.98,1.236768683,26.556,12865701453.911556,12872696463.36,99.8509850206406,99.9052734,986037.368256512,44113633.28,1021629.494662144,42516070.4,17.687544484,659.06,1.069548677,61.956,0.687431353,46.9,1.069548677,61.956,12864662884.4524,12872780349.44,99.8429246622566,99.9059245,685243.448747008,105323171.84,714301.5933696,99115991.04,13.767858213,1534.14,0.895970766,66.056,0.524045824,52.965,0.895970766,66.056,12774822999.906845,12872780349.44,99.145675390348,99.9059245,388947.4619392,114012016.64,427005.602747392,108115783.68,8.834712297,1672.1,true,1.0,-,-,1879048192.0,14092861.44,0,-,-,-,-,Shared-SMT-4,Uncapped,1.0,128,0.20
usmliu238,8.0,2.0,4004 MHz,25769803776.0,Virtual (LPAR),PowerPC_POWER7,IBM,"IBM,9119-FHB",02C2C0P,7100-03-05-1524,7.1.3.45 (TL 03),3.0-1,0.980498221,8.938,1.65247331,7.78,0.980498221,8.938,25705668539.198734,25745833328.64,99.7511225266904,99.9069824,176247.673166848,33558958.08,232675.412908032,32815693.04576,7.520355872,866.9,0.940625187,8.938,1.608877551,7.78,0.940625187,8.938,25704067633.166416,25745833328.64,99.7449101915879,99.9069824,32058.29511168,33558958.08,80858.016837632,32815693.04576,4.245983076,866.9,0.947989568,11.73,1.611679321,8.665,0.947989568,11.73,25231996618.238068,25745833328.64,97.9130335553727,99.9069824,37846.956911616,39647293.44,85160.116762624,47553093.03808,4.335762142,899.16,true,2.0,-,-,17179869184.0,17804820.48,2,-,-,-,-,Shared-SMT-4,Uncapped,2.0,128,0.50
usmliu379,8.0,2.0,3108 MHz,17179869184.0,Virtual (LPAR),PowerPC_POWER7,IBM,"IBM,9117-MMB",1008B5P,7100-05-02-1810,7.1.5.16 (TL 05),2.4-0,7.834754579,78.498,7.417289377,99.295,7.834754579,78.498,16866756554.88753,17163846942.72,98.1774446274725,99.9067383,906260.17992704,26641510.4,3215222.19135488,110302822.4,333.325274725,17598.14,7.682051662,80.04,7.874649621,99.7375,7.682051662,80.04,16807964882.435572,17175968481.28,97.8352320531458,99.9772949,476300.662506496,72287600.64,2464386.893913088,122278932.48,263.200432225,18429.66,7.081785613,89.832,7.217724549,99.78,7.081785613,89.832,16741584024.408949,17179554611.2,97.4488446055154,99.9981689,463249.141001216,125552414.72,2460465.237869568,157302394.88,259.847365674,21441.22,true,2.0,-,-,17179869184.0,133588582.4,0,-,-,-,-,Shared-SMT-4,Uncapped,2.0,128,0.20
usmlvi10,8.0,2.0,3108 MHz,8589934592.0,Virtual (LPAR),PowerPC_POWER7,IBM,"IBM,9117-MMB",1008B5P,2.2.3.4,6.1.9.30 (TL 09),3.0-0,30.331905172,75.552,31.413911638,72.62,30.331905172,75.552,4072609071.6691823,4089446400.0,47.411409574569,47.6074219,1344.264827904,2703.36,165964.834471936,384045.824,19.993189655,28.48,27.130371618,76.56,29.275363706,75.5325,27.130371618,76.56,4056100441.3945117,4089446400.0,47.2192238258806,47.6074219,1361.099336704,2703.36,181125.626328064,18040100.00384,21.016191935,412.16,25.019926436,78.522,25.852408921,75.5325,25.019926436,78.522,3991625834.675831,4089446400.0,46.4686406170831,47.6074219,1410.582718464,2703.36,171763.067971584,18040100.00384,20.739602989,412.16,true,2.0,-,-,1610612736.0,20489175.04,0,-,-,-,-,Shared-SMT-4,Uncapped,2.0,255,1.00
usmliu216,16.0,4.0,3026 MHz,141733920768.0,Virtual (LPAR),PowerPC_POWER8,IBM,"IBM,8408-E8E",219545W,6100-09-07-1614,6.1.9.101 (TL 09),3.0-1,2.615088968,6.418,1.285164591,4.48125,2.615088968,6.418,111132577161.71146,112145224171.52,78.409301427758,79.1237719,154013.75430656,10766028.8,5814896.674582528,485545494.6816,47.320711744,1129.7,2.776274764,17.88,1.441395595,11.2525,2.776274764,17.88,110986484223.70404,112593784012.8,78.3062259352414,79.4402521,761201.761353728,295567155.2,5887909.097608192,485545494.6816,54.278954704,1140.06,2.894756666,17.88,1.652255609,14.7125,2.894756666,17.88,109478927911.81573,116761684869.12,77.242573491514,82.3809038,739182.292492288,295567155.2,5967029.518729216,486224220.3136,56.598135868,1584.0,true,4.0,-,-,17179869184.0,84955627.52,4,-,-,-,-,Shared-SMT-4,Uncapped,4.0,128,2.00
usmliu336,4.0,1.0,4228 MHz,34359738368.0,Virtual (LPAR),PowerPC_POWER7,IBM,"IBM,8231-E2D",06AF2CT,7100-04-01-1543,7.1.4.0 (TL 04),2.4-0,12.312391459,58.756,9.434039146,89.345,12.312391459,58.756,34261790100.20665,34353950228.48,99.7149330234876,99.9831543,1706139.458505728,54657536.0,5654097.33693952,100344074.24,213.788825623,6894.64,11.210286284,85.264,7.552875312,98.25,11.210286284,85.264,34212699730.01149,34356047380.48,99.5720612410973,99.9892578,629401.778753536,102693089.28,4051084.326303744,127374950.4,169.076418953,10928.2,11.11359772,89.674,7.48287881,98.25,11.11359772,89.674,33836314330.703857,34356047380.48,98.476635556631,99.9892578,649650.89980416,119571824.64,3906901.352592384,233187409.92,152.589676594,10928.2,true,1.0,-,-,17179869184.0,71890370.56,0,-,-,-,-,Shared-SMT-4,Uncapped,1.0,128,0.30
usmliu338,4.0,1.0,4228 MHz,25769803776.0,Virtual (LPAR),PowerPC_POWER7,IBM,"IBM,8231-E2D",06AF2DT,7100-04-01-1543,7.1.4.0 (TL 04),2.4-0,4.643871886,49.25,2.402864769,72.015,4.643871886,49.25,25043839235.753246,25745330012.16,97.1828868117438,99.9050293,89030.131245056,10910535.68,928801.015800832,99161231.36,49.406690391,6015.94,4.651020469,71.422,2.570821268,82.32,4.651020469,71.422,25128046115.366634,25749440430.08,97.5096525137793,99.9209798,254244.752550912,86758789.12,1098604.468337664,128340234.24,55.21761358,6292.52,4.72856282,84.81,2.603051052,92.035,4.72856282,84.81,25044580854.069725,25749901803.52,97.185764671769,99.9227702,238513.797414912,105444454.4,1082332.539656192,148690350.08,55.195584612,7815.08,true,1.0,-,-,17179869184.0,77049364.48,0,-,-,-,-,Shared-SMT-4,Uncapped,1.0,128,0.50
usmliu15,6.0,3.0,4228 MHz,25769803776.0,Virtual (LPAR),PowerPC_POWER7,IBM,"IBM,8231-E2D",06AF2DT,5300-12-01-1016,5.3.12.1 (TL 12),2.4-0,15.55594306,50.766,10.417496833,34.62333,15.55594306,50.766,23881253619.64686,25759045386.24,92.6714608594306,99.958252,401110.930675712,28864430.08,388910.46263296,26709422.08,21.692313167,910.0,7.733881533,51.4,5.115851777,34.91667,7.733881533,51.4,23390945095.363594,25759045386.24,90.7688133716277,99.958252,146370.886211584,28864430.08,160187.281393664,26709422.08,11.264001991,910.0,7.693552647,67.446,5.152785426,51.85,7.693552647,67.446,22542077093.932434,25759401902.08,87.4747719856597,99.9596354,146611.28599552,29688279.04,187188.18212864,28318617.6,12.342325959,977.58,true,3.0,-,-,8589934592.0,925452206.08,0,-,-,-,-,Shared-SMT,Uncapped,3.0,128,1.50
usmliu235,12.0,3.0,4060 MHz,57982058496.0,Virtual (LPAR),PowerPC_POWER7,IBM,"IBM,8408-E8D",10CA67T,7100-04-02-1614,7.1.4.33 (TL 04),3.0-1,74.552206406,93.932,50.331690391,87.01499,74.552206406,93.932,48585408787.20506,57970083758.08,83.7938666701068,99.9793475,1493138.421067776,46210887.68,101983260.40277196,458232108.04224,1996.186690391,5784.06,43.907019413,93.932,28.448986127,87.01499,43.907019413,93.932,45070225470.550705,57970083758.08,77.7313304151319,99.9793475,380004.932045824,58975416.32,53385566.55925351,1021383973.38624,1106.590960677,10138.74,28.648310473,99.416,17.244730714,99.95,28.648310473,99.416,42488438235.23509,57975557324.8,73.2785957202618,99.9887876,385163.151066112,94554787.84,19020693.64179968,1122736722.61632,712.597701576,18199.92,true,3.0,-,-,17179869184.0,170162913.28,2,-,-,-,-,Shared-SMT-4,Uncapped,3.0,128,1.50
usmliu50,2.0,1.0,3108 MHz,8589934592.0,Virtual (LPAR),PowerPC_POWER7,IBM,"IBM,9117-MMB",1008B5P,5300-12-01-1016,5.3.12.1 (TL 12),2.4-0,15.227857651,40.14,12.880569395,58.7,15.227857651,40.14,6457039882.640425,8576806420.48,75.1698375996441,99.847168,419212.918433792,18067968.0,497432.379216896,17304883.2,18.16341637,371.86,15.328483384,42.642,13.04521148,77.84,15.328483384,42.642,7705339225.7883835,8576806420.48,89.7019545768882,99.847168,136053.45579008,22109061.12,221919.867230208,22394859.52,11.668408862,371.86,14.796866604,51.446,11.938104011,82.61,14.796866604,51.446,8262764092.8281555,8576806420.48,96.1912341058885,99.847168,140189.043581952,23666565.12,224367.91403008,23952322.56,11.704815765,427.96,true,1.0,-,-,17179869184.0,15539896.32,0,-,-,-,-,Shared-SMT,Uncapped,1.0,128,0.20
usmliu01,12.0,3.0,3108 MHz,25769803776.0,Virtual (LPAR),PowerPC_POWER7,IBM,"IBM,9117-MMB",1008B5P,7100-05-01-1731,7.1.5.0 (TL 05),2.4-0,12.582457143,71.148,12.687863571,66.08166,12.582457143,71.148,25560063709.768845,25727357419.52,99.1861014235714,99.8352865,9310249.545143295,120108195.84,15108478.464,139086438.4,205.203142857,3294.88,14.044823412,89.79,15.090352081,99.87333,14.044823412,89.79,25512601113.02872,25733502074.88,99.0019223074037,99.8591309,2005263.413786624,120108195.84,15533713.06068992,153800785.92,573.756508254,10793.64,14.591162866,95.456,14.442003435,99.90833,14.591162866,95.456,25449782006.16973,25737130147.84,98.7581520891927,99.8732096,2686118.803833856,151776972.8,15430523.580618752,194310963.2,490.396946707,10793.64,true,3.0,-,-,17179869184.0,58468597.76,0,-,-,-,-,Shared-SMT-4,Uncapped,3.0,250,1.50
