START_TIME,END_TIME,ACTIVITY,ACTIVITY_DETAILS,ACTIVITY_TYPE,NUMBER,ENTITY,AS_ENTITY,SUB_ENTITY,COMMMETH,ADDRESS,SCHEDULE_NAME,EXAMINED,AFFECTED,FAILED,BYTES,BYTES_PROTECTED,BYTES_WRITTEN,DEDUP_SAVINGS,COMP_SAVINGS,IDLE,MEDIAW,PROCESSES,COMPLETION_CODE,SUCCESSFUL,VOLUME_NAME,DRIVE_NAME,LIBRARY_NAME,LAST_USE,COMM_WAIT,NUM_OFFSITE_VOLS,INCIDENT_TYPE,ACKNOWLEDGE,CONTACT
2020-03-15 20:09:24.000000,2020-03-15 20:24:28.000000,BACKUP,VMware,Incremental Forever - Incremental,284831,SPVE_SSF_DM02,SPVE_SSF_DC,LIHBG000DVD2,SSL,10.3.60.16:44382,SPVE_SSFDC_SCH01,1,0,1,0,"","","","",0,0,0,-1,NO,"","","","",0,"","","",""
2020-03-15 20:19:18.000000,2020-03-15 20:25:00.000000,BACKUP,SESSION_LIST: 284929,SESSION_END,284929,SPVE_SSF_DC (SPVE_SSF_DM01),"","",SSL,lihbg000sp01l:37272,"",0,178,0,4563339174,4563388836,854085337,2758611777,950640102,279,0,1,0,YES,"","","","",15,"","","",""
2020-03-15 20:17:59.000000,2020-03-15 20:25:04.000000,BACKUP,VMware,Incremental Forever - Incremental,284336,SPVE_SSF_DM01,SPVE_SSF_DC,LIHBG000CIE13,SSL,lihbg000sp01l:35628,SPVE_SSFDC_SCH01,1,0,1,0,"","","","",0,0,0,-1,NO,"","","","",0,"","","",""
2020-03-15 20:18:55.000000,2020-03-15 20:25:38.000000,BACKUP,SESSION_LIST: 284919,SESSION_END,284919,SPVE_SSF_DC (SPVE_SSF_DM02),"","",SSL,10.3.60.16:44650,"",0,384,0,4639756416,4639862784,944567551,2707862300,987322341,335,0,1,0,YES,"","","","",12,"","","",""
2020-03-15 20:23:30.000000,2020-03-15 20:25:38.000000,BACKUP,SESSION_LIST: 284967,SESSION_END,284967,SPVE_SSF_DC (SPVE_SSF_DM02),"","",SSL,10.3.60.16:44816,"",0,4,0,134610988,134612096,68801,134300971,241172,125,0,1,0,YES,"","","","",0,"","","",""
2020-03-15 20:25:21.000000,2020-03-15 20:25:54.000000,BACKUP,SESSION_LIST: 285000,SESSION_END,285000,SPVE_SSF_DC (SPVE_SSF_DM02),"","",SSL,10.3.60.16:44924,"",0,194,0,13487344,13538546,5783162,276805,7425342,26,0,1,0,YES,"","","","",0,"","","",""
2020-03-15 20:08:00.000000,2020-03-15 20:25:55.000000,BACKUP,VMware,Incremental Forever - Incremental,284814,SPVE_SSF_DM02,SPVE_SSF_DC,LIHBG000DV24,SSL,10.3.60.16:44312,SPVE_SSFDC_SCH01,1,1,0,1713139691,"","","","",0,0,0,0,YES,"","","","",0,"",1,"",""
2020-03-15 20:25:38.000000,2020-03-15 20:26:23.000000,BACKUP,SESSION_LIST: 285002,SESSION_END,285002,SPVE_SSF_DC (SPVE_SSF_DM02),"","",SSL,10.3.60.16:44934,"",0,327,0,23148521,23236004,10024520,456891,12663634,31,0,1,0,YES,"","","","",0,"","","",""
2020-03-15 20:25:45.000000,2020-03-15 20:26:39.000000,BACKUP,"SESSION_LIST: 285005,285004",SESSION_END,285004,LIHBG000DV40U,"","",SSL,lihbg000dv40ug:53544,LIHBG000DV40U_INCR,209953,385,0,2318085465,2318228643,34027853,2051528213,232582102,7,0,2,0,YES,"","","","",21,"","","",""
2020-03-15 19:22:03.000000,2020-03-15 20:28:47.000000,BACKUP,"SESSION_LIST: 284358,284712,284360,285014",SESSION_END,285014,LIHBG000TPCDU,"","",SSL,lihbg000tpcdug:32787,LIHBG000TPCDU_INCR,6668580,1157,1,121805574027,121806253497,313236322,117635121477,3857467836,2001,0,4,0,YES,"","","","",995,"","","",""
2020-03-15 20:23:47.000000,2020-03-15 20:29:51.000000,BACKUP,SESSION_LIST: 284978,SESSION_END,284978,SPVE_SSF_DC (SPVE_SSF_DM02),"","",SSL,10.3.60.16:44838,"",0,344,0,4703325896,4703421184,867562282,2842576698,993183132,297,0,1,0,YES,"","","","",14,"","","",""
2020-03-15 20:24:48.000000,2020-03-15 20:29:51.000000,BACKUP,SESSION_LIST: 284992,SESSION_END,284992,SPVE_SSF_DC (SPVE_SSF_DM02),"","",SSL,10.3.60.16:44896,"",0,124,0,31196500,31230848,8024906,4204949,18965281,301,0,1,0,YES,"","","","",0,"","","",""
2020-03-15 20:20:57.000000,2020-03-15 20:29:52.000000,BACKUP,VMware,Incremental Forever - Incremental,284627,SPVE_SSF_DM02,SPVE_SSF_DC,LIHBG000DVD3,SSL,10.3.60.16:43630,SPVE_SSFDC_SCH01,1,1,0,4728908099,"","","","",0,0,0,0,YES,"","","","",0,"","","",""
2020-03-15 20:13:34.000000,2020-03-15 20:29:59.000000,BACKUP,VMware,Incremental Forever - Incremental,284842,SPVE_SSF_DM02,SPVE_SSF_DC,LIHBG000DVBD,SSL,10.3.60.16:44408,SPVE_SSFDC_SCH01,1,1,0,4708728878,"","","","",0,0,0,0,YES,"","","","",0,"","","",""
2020-03-15 20:29:50.000000,2020-03-15 20:30:39.000000,BACKUP,SESSION_LIST: 285018,SESSION_END,285018,SPVE_SSF_DC (SPVE_SSF_DM02),"","",SSL,10.3.60.16:45030,"",0,255,0,18015750,18083849,7764730,543729,9704585,40,0,1,0,YES,"","","","",0,"","","",""
2020-03-15 20:22:21.000000,2020-03-15 20:30:56.000000,BACKUP,VMware,Incremental Forever - Incremental,284955,SPVE_SSF_DM02,SPVE_SSF_DC,LIHBG000DV79,SSL,10.3.60.16:44766,SPVE_SSFDC_SCH01,1,0,1,0,"","","","",0,0,0,-1,NO,"","","","",0,"","","",""
